trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,continuous_pickup,continuous_drop_off,shape_dist_traveled,timepoint
3_HP_southbound_Sat_T10,16:42:15,16:42:15,7988168,5,High Point Terminal (Outer Slip),,,,,17.039,0
3_HP_southbound_Sat_T10,16:45:00,16:45:00,7988169,6,,,,,,18.322,1
3_HP_southbound_Sat_T11,17:15:00,17:15:00,7988164,1,Hwy 68 & Ramsay,,,,,0,1
3_HP_southbound_Sat_T11,17:25:00,17:25:00,7988165,2,Hwy 68 & Lassiter (Oak Hollow Village),,,,,8.969,1
3_HP_southbound_Sat_T11,17:34:16,17:34:16,7988166,3,Centennial & Charlotte,,,,,13.304,0
3_HP_southbound_Sat_T11,17:38:32,17:38:32,7988167,4,Centennial & Hawthorne,,,,,15.298,0
3_HP_southbound_Sat_T11,17:42:15,17:42:15,7988168,5,High Point Terminal (Outer Slip),,,,,17.039,0
3_HP_southbound_Sat_T11,17:45:00,17:45:00,7988169,6,,,,,,18.322,1
3_HP_southbound_Sat_T12,18:15:00,18:15:00,7988164,1,Hwy 68 & Ramsay,,,,,0,1
3_HP_southbound_Sat_T12,18:25:00,18:25:00,7988165,2,Hwy 68 & Lassiter (Oak Hollow Village),,,,,8.969,1
3_HP_southbound_Sat_T12,18:34:16,18:34:16,7988166,3,Centennial & Charlotte,,,,,13.304,0
3_HP_southbound_Sat_T12,18:38:32,18:38:32,7988167,4,Centennial & Hawthorne,,,,,15.298,0
3_HP_southbound_Sat_T12,18:42:15,18:42:15,7988168,5,High Point Terminal (Outer Slip),,,,,17.039,0
3_HP_southbound_Sat_T12,18:45:00,18:45:00,7988169,6,,,,,,18.322,1
3_HP_southbound_Sat_T13,19:15:00,19:15:00,7988164,1,Hwy 68 & Ramsay,,,,,0,1
3_HP_southbound_Sat_T13,19:25:00,19:25:00,7988165,2,Hwy 68 & Lassiter (Oak Hollow Village),,,,,8.969,1
3_HP_southbound_Sat_T13,19:34:16,19:34:16,7988166,3,Centennial & Charlotte,,,,,13.304,0
3_HP_southbound_Sat_T13,19:38:32,19:38:32,7988167,4,Centennial & Hawthorne,,,,,15.298,0
3_HP_southbound_Sat_T13,19:42:15,19:42:15,7988168,5,High Point Terminal (Outer Slip),,,,,17.039,0
3_HP_southbound_Sat_T13,19:45:00,19:45:00,7988169,6,,,,,,18.322,1
3_HP_southbound_Sat_T14,20:15:00,20:15:00,7988164,1,Hwy 68 & Ramsay,,,,,0,1
3_HP_southbound_Sat_T14,20:25:00,20:25:00,7988165,2,Hwy 68 & Lassiter (Oak Hollow Village),,,,,8.969,1
3_HP_southbound_Sat_T14,20:34:16,20:34:16,7988166,3,Centennial & Charlotte,,,,,13.304,0
3_HP_southbound_Sat_T14,20:38:32,20:38:32,7988167,4,Centennial & Hawthorne,,,,,15.298,0
3_HP_southbound_Sat_T14,20:42:15,20:42:15,7988168,5,High Point Terminal (Outer Slip),,,,,17.039,0
3_HP_southbound_Sat_T14,20:45:00,20:45:00,7988169,6,,,,,,18.322,1
3_Last_HP_southbound_Sat_T01,21:15:00,21:15:00,7988164,1,Hwy 68 & Ramsay,,,,,0,1
3_Last_HP_southbound_Sat_T01,21:25:00,21:25:00,7988165,2,Hwy 68 & Lassiter (Oak Hollow Village),1,,,,8.969,1
3_Last_HP_southbound_Sat_T01,21:34:16,21:34:16,7988166,3,Centennial & Charlotte,1,,,,13.304,0
3_Last_HP_southbound_Sat_T01,21:38:32,21:38:32,7988167,4,Centennial & Hawthorne,1,,,,15.298,0
3_Last_HP_southbound_Sat_T01,21:42:15,21:42:15,7988168,5,High Point Terminal (Outer Slip),1,,,,17.039,0
3_Last_HP_southbound_Sat_T01,21:45:00,21:45:00,7988169,6,,1,,,,18.322,1
4_AB_eastbound_1_T01,05:40:00,05:40:00,7985844,1,Bennett College (E Washington Street),,,,,0.007,1
4_AB_eastbound_1_T01,05:41:26,05:41:26,7986761,2,Gate City Blvd & E Florida,,,,,1.329,0
4_AB_eastbound_1_T01,05:45:14,05:45:14,7986762,3,Alamance Regional Medical Center Park & Ride,,,,,4.857,0
4_AB_eastbound_1_T01,06:11:00,06:11:00,7986763,4,Graham Park & Ride,,,,,28.738,1
4_AB_eastbound_1_T01,06:22:00,06:22:00,7986764,5,Alamance Community College,,,,,39.448,1
4_AB_eastbound_1_T01,06:29:00,06:29:00,7986765,6,Mebane Cone Health Park & Ride,,,,,44.742,1
4_AB_eastbound_1_T01,06:43:00,06:43:00,7986766,7,MLK Jr Blvd & Airport,,,,,53.602,1
4_AB_eastbound_1_T01,07:05:25,07:05:25,7986767,8,MLK Jr Blvd & Umstead,,,,,84.496,0
4_AB_eastbound_1_T01,07:06:08,07:06:08,7986768,9,N Columbia St at W Franklin St,,,,,85.505,0
4_AB_eastbound_1_T01,07:07:00,07:07:00,7986769,10,S Columbia St at Fraternity Ct,,,,,86.689,1
4_AB_eastbound_1_T01,07:08:09,07:08:09,7986770,11,Pittsboro St at SECU,,,,,86.901,0
4_AB_eastbound_1_T01,07:11:33,07:11:33,7986771,12,"UNC Hospitals (Manning Dr, Dogwood Deck)",,,,,87.531,0
4_AB_eastbound_1_T01,07:15:00,07:15:00,7986772,13,Mason Farm Road at Marsico Hall,,,,,88.167,1
4_AB_eastbound_1_T01,07:18:42,07:18:42,7986773,14,Ambulatory Care Center,,,,,88.756,0
4_AB_eastbound_1_T01,07:21:00,07:21:00,7986774,15,,,,,,89.123,1
4_AB_eastbound_1_T02,06:04:00,06:04:00,7985844,1,Bennett College (E Washington Street),,,,,0.007,1
4_AB_eastbound_1_T02,06:05:26,06:05:26,7986761,2,Gate City Blvd & E Florida,,,,,1.329,0
4_AB_eastbound_1_T02,06:09:14,06:09:14,7986762,3,Alamance Regional Medical Center Park & Ride,,,,,4.857,0
4_AB_eastbound_1_T02,06:35:00,06:35:00,7986763,4,Graham Park & Ride,,,,,28.738,1
4_AB_eastbound_1_T02,06:46:00,06:46:00,7986764,5,Alamance Community College,,,,,39.448,1
4_AB_eastbound_1_T02,06:53:00,06:53:00,7986765,6,Mebane Cone Health Park & Ride,,,,,44.742,1
4_AB_eastbound_1_T02,07:09:00,07:09:00,7986766,7,MLK Jr Blvd & Airport,,,,,53.602,1
4_AB_eastbound_1_T02,07:29:33,07:29:33,7986767,8,MLK Jr Blvd & Umstead,,,,,84.496,0
4_AB_eastbound_1_T02,07:30:13,07:30:13,7986768,9,N Columbia St at W Franklin St,,,,,85.505,0
4_AB_eastbound_1_T02,07:31:00,07:31:00,7986769,10,S Columbia St at Fraternity Ct,,,,,86.689,1
4_AB_eastbound_1_T02,07:32:09,07:32:09,7986770,11,Pittsboro St at SECU,,,,,86.901,0
4_AB_eastbound_1_T02,07:35:33,07:35:33,7986771,12,"UNC Hospitals (Manning Dr, Dogwood Deck)",,,,,87.531,0
4_AB_eastbound_1_T02,07:39:00,07:39:00,7986772,13,Mason Farm Road at Marsico Hall,,,,,88.167,1
4_AB_eastbound_1_T02,07:42:42,07:42:42,7986773,14,Ambulatory Care Center,,,,,88.756,0
4_AB_eastbound_1_T02,07:45:00,07:45:00,7986774,15,,,,,,89.123,1
4_AB_eastbound_2_T01,06:15:00,06:15:00,7985654,1,Greensboro Depot (Slip 17),,,,,0,1
4_AB_eastbound_2_T01,06:40:00,06:40:00,7985844,2,Bennett College (E Washington Street),,,,,21.947,1
4_AB_eastbound_2_T01,06:41:25,06:41:25,7986761,3,Gate City Blvd & E Florida,,,,,23.258,0
4_AB_eastbound_2_T01,06:45:13,06:45:13,7986762,4,Alamance Regional Medical Center Park & Ride,,,,,26.786,0
4_AB_eastbound_2_T01,07:11:00,07:11:00,7986763,5,Graham Park & Ride,,,,,50.677,1
4_AB_eastbound_2_T01,07:22:00,07:22:00,7986764,6,Alamance Community College,,,,,61.379,1
4_AB_eastbound_2_T01,07:29:00,07:29:00,7986765,7,Mebane Cone Health Park & Ride,,,,,66.673,1
4_AB_eastbound_2_T01,07:43:00,07:43:00,7986766,8,MLK Jr Blvd & Airport,,,,,75.534,1
4_AB_eastbound_2_T01,08:05:25,08:05:25,7986767,9,MLK Jr Blvd & Umstead,,,,,106.428,0
4_AB_eastbound_2_T01,08:06:08,08:06:08,7986768,10,N Columbia St at W Franklin St,,,,,107.437,0
4_AB_eastbound_2_T01,08:07:00,08:07:00,7986769,11,S Columbia St at Fraternity Ct,,,,,108.621,1
4_AB_eastbound_2_T01,08:08:09,08:08:09,7986770,12,Pittsboro St at SECU,,,,,108.833,0
4_AB_eastbound_2_T01,08:11:33,08:11:33,7986771,13,"UNC Hospitals (Manning Dr, Dogwood Deck)",,,,,109.463,0
4_AB_eastbound_2_T01,08:15:00,08:15:00,7986772,14,Mason Farm Road at Marsico Hall,,,,,110.099,1
4_AB_eastbound_2_T01,08:18:42,08:18:42,7986773,15,Ambulatory Care Center,,,,,110.688,0
4_AB_eastbound_2_T01,08:21:00,08:21:00,7986774,16,,,,,,111.055,1
4_AB_eastbound_2_T02,14:25:00,14:25:00,7985654,1,Greensboro Depot (Slip 17),,,,,0,1
4_AB_eastbound_2_T02,14:50:00,14:50:00,7985844,2,Bennett College (E Washington Street),,,,,21.947,1
4_AB_eastbound_2_T02,14:51:25,14:51:25,7986761,3,Gate City Blvd & E Florida,,,,,23.258,0
4_AB_eastbound_2_T02,14:55:13,14:55:13,7986762,4,Alamance Regional Medical Center Park & Ride,,,,,26.786,0
4_AB_eastbound_2_T02,15:21:00,15:21:00,7986763,5,Graham Park & Ride,,,,,50.677,1
4_AB_eastbound_2_T02,15:32:00,15:32:00,7986764,6,Alamance Community College,,,,,61.379,1
4_AB_eastbound_2_T02,15:39:00,15:39:00,7986765,7,Mebane Cone Health Park & Ride,,,,,66.673,1
4_AB_eastbound_2_T02,15:52:00,15:52:00,7986766,8,MLK Jr Blvd & Airport,,,,,75.534,1
4_AB_eastbound_2_T02,16:14:25,16:14:25,7986767,9,MLK Jr Blvd & Umstead,,,,,106.428,0
4_AB_eastbound_2_T02,16:15:08,16:15:08,7986768,10,N Columbia St at W Franklin St,,,,,107.437,0
4_AB_eastbound_2_T02,16:16:00,16:16:00,7986769,11,S Columbia St at Fraternity Ct,,,,,108.621,1
4_AB_eastbound_2_T02,16:17:09,16:17:09,7986770,12,Pittsboro St at SECU,,,,,108.833,0
4_AB_eastbound_2_T02,16:20:33,16:20:33,7986771,13,"UNC Hospitals (Manning Dr, Dogwood Deck)",,,,,109.463,0
4_AB_eastbound_2_T02,16:24:00,16:24:00,7986772,14,Mason Farm Road at Marsico Hall,,,,,110.099,1
4_AB_eastbound_2_T02,16:27:42,16:27:42,7986773,15,Ambulatory Care Center,,,,,110.688,0
4_AB_eastbound_2_T02,16:30:00,16:30:00,7986774,16,,,,,,111.055,1
4_AB_eastbound_2_T03,15:05:00,15:05:00,7985654,1,Greensboro Depot (Slip 17),,,,,0,1
4_AB_eastbound_2_T03,15:30:00,15:30:00,7985844,2,Bennett College (E Washington Street),,,,,21.947,1
4_AB_eastbound_2_T03,15:31:25,15:31:25,7986761,3,Gate City Blvd & E Florida,,,,,23.258,0
4_AB_eastbound_2_T03,15:35:13,15:35:13,7986762,4,Alamance Regional Medical Center Park & Ride,,,,,26.786,0
4_AB_eastbound_2_T03,16:01:00,16:01:00,7986763,5,Graham Park & Ride,,,,,50.677,1
4_AB_eastbound_2_T03,16:12:00,16:12:00,7986764,6,Alamance Community College,,,,,61.379,1
4_AB_eastbound_2_T03,16:19:00,16:19:00,7986765,7,Mebane Cone Health Park & Ride,,,,,66.673,1
4_AB_eastbound_2_T03,16:32:00,16:32:00,7986766,8,MLK Jr Blvd & Airport,,,,,75.534,1
4_AB_eastbound_2_T03,16:54:25,16:54:25,7986767,9,MLK Jr Blvd & Umstead,,,,,106.428,0
4_AB_eastbound_2_T03,16:55:08,16:55:08,7986768,10,N Columbia St at W Franklin St,,,,,107.437,0
4_AB_eastbound_2_T03,16:56:00,16:56:00,7986769,11,S Columbia St at Fraternity Ct,,,,,108.621,1
4_AB_eastbound_2_T03,16:57:09,16:57:09,7986770,12,Pittsboro St at SECU,,,,,108.833,0
4_AB_eastbound_2_T03,17:00:33,17:00:33,7986771,13,"UNC Hospitals (Manning Dr, Dogwood Deck)",,,,,109.463,0
4_AB_eastbound_2_T03,17:04:00,17:04:00,7986772,14,Mason Farm Road at Marsico Hall,,,,,110.099,1
4_AB_eastbound_2_T03,17:07:42,17:07:42,7986773,15,Ambulatory Care Center,,,,,110.688,0
4_AB_eastbound_2_T03,17:10:00,17:10:00,7986774,16,,,,,,111.055,1
4_AB_eastbound_3_T01,08:09:00,08:09:00,7986766,1,MLK Jr Blvd & Airport,,,,,0.02,1
4_AB_eastbound_3_T01,08:29:33,08:29:33,7986767,2,MLK Jr Blvd & Umstead,,,,,30.914,0
4_AB_eastbound_3_T01,08:30:13,08:30:13,7986768,3,N Columbia St at W Franklin St,,,,,31.922,0
4_AB_eastbound_3_T01,08:31:00,08:31:00,7986769,4,S Columbia St at Fraternity Ct,,,,,33.107,1
4_AB_eastbound_3_T01,08:32:09,08:32:09,7986770,5,Pittsboro St at SECU,,,,,33.319,0
4_AB_eastbound_3_T01,08:35:33,08:35:33,7986771,6,"UNC Hospitals (Manning Dr, Dogwood Deck)",,,,,33.949,0
4_AB_eastbound_3_T01,08:39:00,08:39:00,7986772,7,Mason Farm Road at Marsico Hall,,,,,34.585,1
4_AB_eastbound_3_T01,08:42:41,08:42:41,7986773,8,Ambulatory Care Center,,,,,35.173,0
4_AB_eastbound_3_T01,08:45:00,08:45:00,7986774,9,,,,,,35.541,1
4_AB_eastbound_3_T02,17:05:00,17:05:00,7986766,1,MLK Jr Blvd & Airport,,,,,0.02,1
4_AB_eastbound_3_T02,17:25:33,17:25:33,7986767,2,MLK Jr Blvd & Umstead,,,,,30.914,0
4_AB_eastbound_3_T02,17:26:13,17:26:13,7986768,3,N Columbia St at W Franklin St,,,,,31.922,0
4_AB_eastbound_3_T02,17:27:00,17:27:00,7986769,4,S Columbia St at Fraternity Ct,,,,,33.107,1
4_AB_eastbound_3_T02,17:28:00,17:28:00,7986770,5,Pittsboro St at SECU,,,,,33.319,0
4_AB_eastbound_3_T02,17:30:59,17:30:59,7986771,6,"UNC Hospitals (Manning Dr, Dogwood Deck)",,,,,33.949,0
4_AB_eastbound_3_T02,17:34:00,17:34:00,7986772,7,Mason Farm Road at Marsico Hall,,,,,34.585,1
4_AB_eastbound_3_T02,17:37:41,17:37:41,7986773,8,Ambulatory Care Center,,,,,35.173,0
4_AB_eastbound_3_T02,17:40:00,17:40:00,7986774,9,,,,,,35.541,1
4_AB_eastbound_4_T01,08:40:00,08:40:00,7986765,1,Mebane Cone Health Park & Ride,,,,,0.026,1
4_AB_eastbound_4_T01,08:52:00,08:52:00,7986766,2,MLK Jr Blvd & Airport,,,,,8.886,1
4_AB_eastbound_4_T01,09:14:25,09:14:25,7986767,3,MLK Jr Blvd & Umstead,,,,,39.779,0
4_AB_eastbound_4_T01,09:15:08,09:15:08,7986768,4,N Columbia St at W Franklin St,,,,,40.787,0
4_AB_eastbound_4_T01,09:16:00,09:16:00,7986769,5,S Columbia St at Fraternity Ct,,,,,41.972,1
4_AB_eastbound_4_T01,09:17:09,09:17:09,7986770,6,Pittsboro St at SECU,,,,,42.183,0
4_AB_eastbound_4_T01,09:20:33,09:20:33,7986771,7,"UNC Hospitals (Manning Dr, Dogwood Deck)",,,,,42.813,0
4_AB_eastbound_4_T01,09:24:00,09:24:00,7986772,8,Mason Farm Road at Marsico Hall/ACC Facility,,,,,43.449,1
4_AB_eastbound_4_T01,09:27:42,09:27:42,7986773,9,Ambulatory Care Center,,,,,44.038,0
4_AB_eastbound_4_T01,09:30:00,09:30:00,7986774,10,,,,,,44.405,1
4_AB_westbound_1_T01,07:21:00,07:21:00,7986774,1,Mason Farm Road at EPA,,,,,0.011,1
4_AB_westbound_1_T01,07:22:26,07:22:26,7992460,2,"UNC Hospitals (Manning Dr, CG Lot)",,,,,0.593,0
4_AB_westbound_1_T01,07:24:00,07:24:00,7992461,3,Health Sciences Library on S Columbia,,,,,1.223,1
4_AB_westbound_1_T01,07:24:55,07:24:55,7992462,4,Abernethy Hall on S Columiba,,,,,1.654,0
4_AB_westbound_1_T01,07:26:24,07:26:24,7992463,5,Columbia & Rosemary,,,,,2.36,0
4_AB_westbound_1_T01,07:27:00,07:27:00,7992464,6,MLK Jr Blvd & Hillsborough (Midtown Market),,,,,2.642,1
4_AB_westbound_1_T01,07:28:07,07:28:07,7992465,7,MLK Jr Blvd & Estes (YMCA),,,,,3.913,0
4_AB_westbound_1_T01,07:29:03,07:29:03,7992466,8,Mebane Cone Health Park & Ride,,,,,4.959,0
4_AB_westbound_1_T01,07:56:00,07:56:00,7986766,9,,,,,,35.542,1
4_AB_westbound_1_T02,16:15:00,16:15:00,7986774,1,Mason Farm Road at EPA,,,,,0.011,1
4_AB_westbound_1_T02,16:16:26,16:16:26,7992460,2,"UNC Hospitals (Manning Dr, CG Lot)",,,,,0.593,0
4_AB_westbound_1_T02,16:18:00,16:18:00,7992461,3,Health Sciences Library on S Columbia,,,,,1.223,1
4_AB_westbound_1_T02,16:18:55,16:18:55,7992462,4,Abernethy Hall on S Columiba,,,,,1.654,0
4_AB_westbound_1_T02,16:20:24,16:20:24,7992463,5,Columbia & Rosemary,,,,,2.36,0
4_AB_westbound_1_T02,16:21:00,16:21:00,7992464,6,MLK Jr Blvd & Hillsborough (Midtown Market),,,,,2.642,1
4_AB_westbound_1_T02,16:22:07,16:22:07,7992465,7,MLK Jr Blvd & Estes (YMCA),,,,,3.913,0
4_AB_westbound_1_T02,16:23:03,16:23:03,7992466,8,Mebane Cone Health Park & Ride,,,,,4.959,0
4_AB_westbound_1_T02,16:50:00,16:50:00,7986766,9,,,,,,35.542,1
4_AB_westbound_2_T01,07:45:00,07:45:00,7986774,1,Mason Farm Road at EPA,,,,,0.011,1
4_AB_westbound_2_T01,07:46:26,07:46:26,7992460,2,"UNC Hospitals (Manning Dr, CG Lot)",,,,,0.593,0
4_AB_westbound_2_T01,07:48:00,07:48:00,7992461,3,Health Sciences Library on S Columbia,,,,,1.223,1
4_AB_westbound_2_T01,07:48:55,07:48:55,7992462,4,Abernethy Hall on S Columiba,,,,,1.654,0
4_AB_westbound_2_T01,07:50:24,07:50:24,7992463,5,Columbia & Rosemary,,,,,2.36,0
4_AB_westbound_2_T01,07:51:00,07:51:00,7992464,6,MLK Jr Blvd & Hillsborough (Midtown Market),,,,,2.642,1
4_AB_westbound_2_T01,07:52:07,07:52:07,7992465,7,MLK Jr Blvd & Estes (YMCA),,,,,3.913,0
4_AB_westbound_2_T01,07:53:03,07:53:03,7992466,8,Mebane Cone Health Park & Ride,,,,,4.959,0
4_AB_westbound_2_T01,08:20:00,08:20:00,7986766,9,Alamance Community College,,,,,35.538,1
4_AB_westbound_2_T01,08:30:00,08:30:00,7986765,10,,,,,,44.4,1
4_AB_westbound_3_T01,08:45:00,08:45:00,7986774,1,Mason Farm Road at EPA,,,,,0.009,1
4_AB_westbound_3_T01,08:46:25,08:46:25,7992460,2,"UNC Hospitals (Manning Dr, CG Lot)",,,,,0.582,0
4_AB_westbound_3_T01,08:48:00,08:48:00,7992461,3,Health Sciences Library on S Columbia,,,,,1.221,1
4_AB_westbound_3_T01,08:48:55,08:48:55,7992462,4,Abernethy Hall on S Columiba,,,,,1.651,0
4_AB_westbound_3_T01,08:50:24,08:50:24,7992463,5,Columbia & Rosemary,,,,,2.357,0
4_AB_westbound_3_T01,08:51:00,08:51:00,7992464,6,MLK Jr Blvd & Hillsborough (Midtown Market),,,,,2.639,1
4_AB_westbound_3_T01,08:52:07,08:52:07,7992465,7,MLK Jr Blvd & Estes (YMCA),,,,,3.91,0
4_AB_westbound_3_T01,08:53:03,08:53:03,7992466,8,Mebane Cone Health Park & Ride,,,,,4.956,0
4_AB_westbound_3_T01,09:20:00,09:20:00,7986766,9,Alamance Community College,,,,,35.535,1
4_AB_westbound_3_T01,09:35:00,09:35:00,7986765,10,Graham Park & Ride,,,,,44.396,1
4_AB_westbound_3_T01,09:47:00,09:47:00,7986764,11,Alamance Regional Medical Center Park & Ride,,,,,50.579,1
4_AB_westbound_3_T01,09:59:00,09:59:00,7986763,12,E Gate City/Aster Drive,,,,,61.672,1
4_AB_westbound_3_T01,10:25:20,10:25:20,8122586,13,Bennett College (E Washington St),1,,,,85.853,0
4_AB_westbound_3_T01,10:29:07,10:29:07,7992469,14,Greensboro Depot (Slip 17),1,,,,89.328,0
4_AB_westbound_3_T01,10:30:00,10:30:00,7985844,15,Coble Transportation Center (A4),1,,,,90.146,1
4_AB_westbound_3_T01,10:50:00,10:50:00,7985654,16,,1,,,,111.641,1
4_AB_westbound_3_T02,09:30:00,09:30:00,7986774,1,Mason Farm Road at EPA,,,,,0.009,1
4_AB_westbound_3_T02,09:31:25,09:31:25,7992460,2,"UNC Hospitals (Manning Dr, CG Lot)",,,,,0.582,0
4_AB_westbound_3_T02,09:33:00,09:33:00,7992461,3,Health Sciences Library on S Columbia,,,,,1.221,1
4_AB_westbound_3_T02,09:33:55,09:33:55,7992462,4,Abernethy Hall on S Columiba,,,,,1.651,0
4_AB_westbound_3_T02,09:35:24,09:35:24,7992463,5,Columbia & Rosemary,,,,,2.357,0
4_AB_westbound_3_T02,09:36:00,09:36:00,7992464,6,MLK Jr Blvd & Hillsborough (Midtown Market),,,,,2.639,1
4_AB_westbound_3_T02,09:37:07,09:37:07,7992465,7,MLK Jr Blvd & Estes (YMCA),,,,,3.91,0
4_AB_westbound_3_T02,09:38:03,09:38:03,7992466,8,Mebane Cone Health Park & Ride,,,,,4.956,0
4_AB_westbound_3_T02,10:05:00,10:05:00,7986766,9,Alamance Community College,,,,,35.535,1
4_AB_westbound_3_T02,10:15:00,10:15:00,7986765,10,Graham Park & Ride,,,,,44.396,1
4_AB_westbound_3_T02,10:23:00,10:23:00,7986764,11,Alamance Regional Medical Center Park & Ride,,,,,50.579,1
4_AB_westbound_3_T02,10:37:00,10:37:00,7986763,12,E Gate City/Aster Drive,,,,,61.672,1
4_AB_westbound_3_T02,11:01:38,11:01:38,8122586,13,Bennett College (E Washington St),1,,,,85.853,0
4_AB_westbound_3_T02,11:05:10,11:05:10,7992469,14,Greensboro Depot (Slip 17),1,,,,89.328,0
4_AB_westbound_3_T02,11:06:00,11:06:00,7985844,15,Coble Transportation Center (A4),1,,,,90.146,1
4_AB_westbound_3_T02,11:26:00,11:26:00,7985654,16,,1,,,,111.641,1
4_AB_westbound_3_T03,11:10:00,11:10:00,7986774,1,Mason Farm Road at EPA,,,,,0.009,1
4_AB_westbound_3_T03,11:11:25,11:11:25,7992460,2,"UNC Hospitals (Manning Dr, CG Lot)",,,,,0.582,0
4_AB_westbound_3_T03,11:13:00,11:13:00,7992461,3,Health Sciences Library on S Columbia,,,,,1.221,1
4_AB_westbound_3_T03,11:13:55,11:13:55,7992462,4,Abernethy Hall on S Columiba,,,,,1.651,0
4_AB_westbound_3_T03,11:15:24,11:15:24,7992463,5,Columbia & Rosemary,,,,,2.357,0
4_AB_westbound_3_T03,11:16:00,11:16:00,7992464,6,MLK Jr Blvd & Hillsborough (Midtown Market),,,,,2.639,1
4_AB_westbound_3_T03,11:17:07,11:17:07,7992465,7,MLK Jr Blvd & Estes (YMCA),,,,,3.91,0
4_AB_westbound_3_T03,11:18:03,11:18:03,7992466,8,Mebane Cone Health Park & Ride,,,,,4.956,0
4_AB_westbound_3_T03,11:45:00,11:45:00,7986766,9,Alamance Community College,,,,,35.535,1
4_AB_westbound_3_T03,11:55:00,11:55:00,7986765,10,Graham Park & Ride,,,,,44.396,1
4_AB_westbound_3_T03,12:05:00,12:05:00,7986764,11,Alamance Regional Medical Center Park & Ride,,,,,50.579,1
4_AB_westbound_3_T03,12:16:00,12:16:00,7986763,12,E Gate City/Aster Drive,,,,,61.672,1
4_AB_westbound_3_T03,12:42:20,12:42:20,8122586,13,Bennett College (E Washington St),1,,,,85.853,0
4_AB_westbound_3_T03,12:46:07,12:46:07,7992469,14,Greensboro Depot (Slip 17),1,,,,89.328,0
4_AB_westbound_3_T03,12:47:00,12:47:00,7985844,15,Coble Transportation Center (A4),1,,,,90.146,1
4_AB_westbound_3_T03,13:07:00,13:07:00,7985654,16,,1,,,,111.641,1
4_AB_westbound_3_T04,16:30:00,16:30:00,7986774,1,Mason Farm Road at EPA,,,,,0.009,1
4_AB_westbound_3_T04,16:31:25,16:31:25,7992460,2,"UNC Hospitals (Manning Dr, CG Lot)",,,,,0.582,0
4_AB_westbound_3_T04,16:33:00,16:33:00,7992461,3,Health Sciences Library on S Columbia,,,,,1.221,1
4_AB_westbound_3_T04,16:33:55,16:33:55,7992462,4,Abernethy Hall on S Columiba,,,,,1.651,0
4_AB_westbound_3_T04,16:35:24,16:35:24,7992463,5,Columbia & Rosemary,,,,,2.357,0
4_AB_westbound_3_T04,16:36:00,16:36:00,7992464,6,MLK Jr Blvd & Hillsborough (Midtown Market),,,,,2.639,1
4_AB_westbound_3_T04,16:37:07,16:37:07,7992465,7,MLK Jr Blvd & Estes (YMCA),,,,,3.91,0
4_AB_westbound_3_T04,16:38:03,16:38:03,7992466,8,Mebane Cone Health Park & Ride,,,,,4.956,0
4_AB_westbound_3_T04,17:05:00,17:05:00,7986766,9,Alamance Community College,,,,,35.535,1
4_AB_westbound_3_T04,17:15:00,17:15:00,7986765,10,Graham Park & Ride,,,,,44.396,1
4_AB_westbound_3_T04,17:25:00,17:25:00,7986764,11,Alamance Regional Medical Center Park & Ride,,,,,50.579,1
4_AB_westbound_3_T04,17:39:00,17:39:00,7986763,12,E Gate City/Aster Drive,,,,,61.672,1
4_AB_westbound_3_T04,18:05:20,18:05:20,8122586,13,Bennett College (E Washington St),1,,,,85.853,0
4_AB_westbound_3_T04,18:09:07,18:09:07,7992469,14,Greensboro Depot (Slip 17),1,,,,89.328,0
4_AB_westbound_3_T04,18:10:00,18:10:00,7985844,15,Coble Transportation Center (A4),1,,,,90.146,1
4_AB_westbound_3_T04,18:30:00,18:30:00,7985654,16,,1,,,,111.641,1
4_AB_westbound_3_T05,17:10:00,17:10:00,7986774,1,Mason Farm Road at EPA,,,,,0.009,1
4_AB_westbound_3_T05,17:11:25,17:11:25,7992460,2,"UNC Hospitals (Manning Dr, CG Lot)",,,,,0.582,0
4_AB_westbound_3_T05,17:13:00,17:13:00,7992461,3,Health Sciences Library on S Columbia,,,,,1.221,1
4_AB_westbound_3_T05,17:13:55,17:13:55,7992462,4,Abernethy Hall on S Columiba,,,,,1.651,0
4_AB_westbound_3_T05,17:15:24,17:15:24,7992463,5,Columbia & Rosemary,,,,,2.357,0
4_AB_westbound_3_T05,17:16:00,17:16:00,7992464,6,MLK Jr Blvd & Hillsborough (Midtown Market),,,,,2.639,1
4_AB_westbound_3_T05,17:17:07,17:17:07,7992465,7,MLK Jr Blvd & Estes (YMCA),,,,,3.91,0
4_AB_westbound_3_T05,17:18:03,17:18:03,7992466,8,Mebane Cone Health Park & Ride,,,,,4.956,0
4_AB_westbound_3_T05,17:45:00,17:45:00,7986766,9,Alamance Community College,,,,,35.535,1
4_AB_westbound_3_T05,17:55:00,17:55:00,7986765,10,Graham Park & Ride,,,,,44.396,1
4_AB_westbound_3_T05,18:05:00,18:05:00,7986764,11,Alamance Regional Medical Center Park & Ride,,,,,50.579,1
4_AB_westbound_3_T05,18:16:00,18:16:00,7986763,12,E Gate City/Aster Drive,,,,,61.672,1
4_AB_westbound_3_T05,18:36:23,18:36:23,8122586,13,Bennett College (E Washington St),1,,,,85.853,0
4_AB_westbound_3_T05,18:39:19,18:39:19,7992469,14,Greensboro Depot (Slip 17),1,,,,89.328,0
