service_id,date,exception_type
MF,20261126,2
MFW,20261126,2
MF,20261127,2
Sa,20261127,1
MFW,20261127,2
MF,20261224,2
MFW,20261224,2
MF,20261225,2
MFW,20261225,2
MF,20260403,2
MFPS2,20260403,2
MF,20260525,2
MFPS2,20260525,2
MF,20260704,2
MFPS2,20260704,2
MF,20260907,2
MFPS2,20260907,2
