route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
10,MFPS2,10_2nd_to_last_RA_southbound_PeakSeason2_T01,NC Zoo,1,1004,C10GBtoAB,1,1
10,MFW,10_2nd_to_last_RA_southbound_Winter_T01,S Asheboro Park & Ride,1,1004,A10GBtoAB,1,1
10,MFW1,10_2nd_to_last_RA_southbound_Winter_1_T01,S Asheboro Park & Ride,1,1004,A10GBtoAB,1,1
10,MF,10_Last_RA_southbound_T01,S Asheboro Park & Ride,1,1006,A10GBtoAB,1,1
17,MF,17_First_KV_westbound_T01,Winston-Salem Transportation Center,1,1701,B17KVtoWS,1,1
17,MF,17_KV_westbound_T01,Winston-Salem Transportation Center,1,1702,A17CTCtoWS,1,1
17,MF,17_KV_westbound_T02,Winston-Salem Transportation Center,1,1701,A17CTCtoWS,1,1
17,MF,17_KV_westbound_T03,Winston-Salem Transportation Center,1,1702,A17CTCtoWS,1,1
17,MF,17_KV_westbound_T04,Winston-Salem Transportation Center,1,1701,A17CTCtoWS,1,1
17,MF,17_KV_westbound_T05,Winston-Salem Transportation Center,1,1702,A17CTCtoWS,1,1
17,MF,17_KV_westbound_T06,Winston-Salem Transportation Center,1,1703,A17CTCtoWS,1,1
17,MF,17_KV_westbound_T07,Winston-Salem Transportation Center,1,1704,A17CTCtoWS,1,1
17,MF,17_KV_westbound_T08,Winston-Salem Transportation Center,1,1703,A17CTCtoWS,1,1
17,MF,17_KV_westbound_T09,Winston-Salem Transportation Center,1,1704,A17CTCtoWS,1,1
17,MF,17_KV_westbound_T10,Winston-Salem Transportation Center,1,1703,A17CTCtoWS,1,1
17,MF,17_KV_westbound_T11,Winston-Salem Transportation Center,1,1704,A17CTCtoWS,1,1
17,MF,17_First_KV_eastbound_T01,Coble Transportation Center,0,1702,B17KVtoCTC,1,1
17,MF,17_KV_eastbound_T01,Coble Transportation Center,0,1701,A17WStoCTC,1,1
17,MF,17_KV_eastbound_T02,Coble Transportation Center,0,1702,A17WStoCTC,1,1
17,MF,17_KV_eastbound_T03,Coble Transportation Center,0,1701,A17WStoCTC,1,1
17,MF,17_KV_eastbound_T04,Coble Transportation Center,0,1702,A17WStoCTC,1,1
17,MF,17_KV_eastbound_T05,Coble Transportation Center,0,1701,A17WStoCTC,1,1
17,MF,17_KV_eastbound_T06,Coble Transportation Center,0,1703,A17WStoCTC,1,1
17,MF,17_KV_eastbound_T07,Coble Transportation Center,0,1704,A17WStoCTC,1,1
17,MF,17_KV_eastbound_T08,Coble Transportation Center,0,1703,A17WStoCTC,1,1
