trip_id,route_id,service_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
2836050,16,1,"DOWNTOWN",,1,0035,shp-16-01,0,0
657020,16,4,"DOWNTOWN",,1,0067,shp-16-01,0,0
4077020,16,4,"DOWNTOWN",,1,0041,shp-16-01,0,0
2095010,16,3,"DOWNTOWN",,1,0041,shp-16-01,0,0
8306070,16,2,"DOWNTOWN",,1,0044,shp-16-01,0,0
6226020,16,4,"DOWNTOWN",,1,0045,shp-16-01,0,0
7469020,16,4,"DOWNTOWN",,1,0028,shp-16-01,0,0
7097070,16,2,"DOWNTOWN",,1,0031,shp-16-01,0,0
5425070,16,2,"DOWNTOWN",,1,0004,shp-16-01,0,0
2708020,17,4,"DOWNTOWN",,1,0047,shp-17-01,0,0
3004050,17,1,"DOWNTOWN",,1,0026,shp-17-01,0,0
1610050,17,1,"DOWNTOWN",,1,0059,shp-17-01,0,0
4039050,17,1,"DOWNTOWN",,1,0047,shp-17-01,0,0
1530070,17,2,"DOWNTOWN",,1,0005,shp-17-01,0,0
2131020,17,4,"DOWNTOWN",,1,0092,shp-17-01,0,0
7497070,17,2,"DOWNTOWN",,1,0005,shp-17-01,0,0
3269070,17,2,"DOWNTOWN",,1,0044,shp-17-01,0,0
711010,17,3,"DOWNTOWN",,1,0020,shp-17-01,0,0
6070070,17,2,"DOWNTOWN",,1,0017,shp-17-01,0,0
8688070,17,2,"DOWNTOWN",,1,0017,shp-17-01,0,0
2469020,17,4,"DOWNTOWN",,1,0077,shp-17-01,0,0
253070,17,2,"DOWNTOWN",,1,0073,shp-17-01,0,0
7423020,17,4,"DOWNTOWN",,1,0051,shp-17-01,0,0
1241010,17,3,"DOWNTOWN",,1,0069,shp-17-01,0,0
1842020,17,4,"DOWNTOWN",,1,0092,shp-17-01,0,0
1755050,17,1,"DOWNTOWN",,1,0067,shp-17-01,0,0
5274010,17,3,"DOWNTOWN",,1,0060,shp-17-01,0,0
9427010,17,3,"DOWNTOWN",,1,0011,shp-17-01,0,0
2655010,17,3,"DOWNTOWN",,1,0022,shp-17-01,0,0
1729070,17,2,"DOWNTOWN",,1,0071,shp-17-01,0,0
297050,17,1,"DOWNTOWN",,1,0054,shp-17-01,0,0
6544010,17,3,"DOWNTOWN",,1,0045,shp-17-01,0,0
1449070,17,2,"DOWNTOWN",,1,0015,shp-17-01,0,0
2953070,17,2,"DOWNTOWN",,1,0015,shp-17-01,0,0
2936050,17,1,"DOWNTOWN",,1,0025,shp-17-01,0,0
4163010,17,3,"DOWNTOWN",,1,0027,shp-17-01,0,0
2720020,17,4,"DOWNTOWN",,1,0072,shp-17-01,0,0
8042010,17,3,"DOWNTOWN",,1,0074,shp-17-01,0,0
6222070,17,2,"DOWNTOWN",,1,0075,shp-17-01,0,0
3626050,17,1,"DOWNTOWN",,1,0092,shp-17-01,0,0
2389070,17,2,"DOWNTOWN",,1,0065,shp-17-01,0,0
6812070,17,2,"DOWNTOWN",,1,0024,shp-17-01,0,0
7010070,17,2,"DOWNTOWN",,1,0023,shp-17-01,0,0
7198050,17,1,"DOWNTOWN",,1,0031,shp-17-01,0,0
7290020,17,4,"DOWNTOWN",,1,0045,shp-17-01,0,0
4341020,17,4,"DOWNTOWN",,1,0026,shp-17-01,0,0
4933020,17,4,"DOWNTOWN",,1,0065,shp-17-01,0,0
9102070,17,2,"DOWNTOWN",,1,0004,shp-17-01,0,0
5094020,17,4,"DOWNTOWN",,1,0048,shp-17-01,0,0
9273020,17,4,"DOWNTOWN",,1,0059,shp-17-01,0,0
2514050,17,1,"DOWNTOWN",,1,0065,shp-17-01,0,0
8175020,17,4,"DOWNTOWN",,1,0092,shp-17-01,0,0
3998050,17,1,"DOWNTOWN",,1,0077,shp-17-01,0,0
947050,17,1,"DOWNTOWN",,1,0005,shp-17-01,0,0
6029070,17,2,"DOWNTOWN",,1,0005,shp-17-01,0,0
8207050,17,1,"DOWNTOWN",,1,0021,shp-17-01,0,0
7758020,17,4,"DOWNTOWN",,1,0058,shp-17-01,0,0
188070,17,2,"DOWNTOWN",,1,0006,shp-17-01,0,0
1808010,17,3,"DOWNTOWN",,1,0039,shp-17-01,0,0
4494020,17,4,"DOWNTOWN",,1,0039,shp-17-01,0,0
6513010,17,3,"DOWNTOWN",,1,0020,shp-17-01,0,0
2488010,17,3,"DOWNTOWN",,1,0034,shp-17-01,0,0
7088050,17,1,"DOWNTOWN",,1,0058,shp-17-01,0,0
6780010,17,3,"DOWNTOWN",,1,0013,shp-17-01,0,0
6917010,17,3,"DOWNTOWN",,1,0076,shp-17-01,0,0
1969020,17,4,"DOWNTOWN",,1,0025,shp-17-01,0,0
3305020,17,4,"DOWNTOWN",,1,0040,shp-17-01,0,0
8060010,17,3,"DOWNTOWN",,1,0030,shp-17-01,0,0
8991050,17,1,"DOWNTOWN",,1,0072,shp-17-01,0,0
1381070,17,2,"DOWNTOWN",,1,0064,shp-17-01,0,0
2833050,17,1,"DOWNTOWN",,1,0006,shp-17-01,0,0
6234070,17,2,"DOWNTOWN",,1,0070,shp-17-01,0,0
4176050,17,1,"DOWNTOWN",,1,0092,shp-17-01,0,0
4893010,17,3,"DOWNTOWN",,1,0020,shp-17-01,0,0
6889010,17,3,"DOWNTOWN",,1,0041,shp-17-01,0,0
7654020,17,4,"DOWNTOWN",,1,0005,shp-17-01,0,0
1609020,17,4,"DOWNTOWN",,1,0054,shp-17-01,0,0
2593050,17,1,"DOWNTOWN",,1,0040,shp-17-01,0,0
6037010,17,3,"DOWNTOWN",,1,0043,shp-17-01,0,0
6736010,17,3,"DOWNTOWN",,1,0041,shp-17-01,0,0
2939070,17,2,"DOWNTOWN",,1,0005,shp-17-01,0,0
4381050,17,1,"DOWNTOWN",,1,0072,shp-17-01,0,0
164070,17,2,"DOWNTOWN",,1,0064,shp-17-01,0,0
7108050,17,1,"DOWNTOWN",,1,0045,shp-17-01,0,0
3672010,17,3,"DOWNTOWN",,1,0068,shp-17-01,0,0
1690010,17,3,"DOWNTOWN",,1,0022,shp-17-01,0,0
5549020,17,4,"DOWNTOWN",,1,0043,shp-17-01,0,0
6771050,17,1,"DOWNTOWN",,1,0077,shp-17-01,0,0
6418050,17,1,"DOWNTOWN",,1,0067,shp-17-01,0,0
944020,17,4,"DOWNTOWN",,1,0031,shp-17-01,0,0
640050,17,1,"DOWNTOWN",,1,0027,shp-17-01,0,0
829070,17,2,"DOWNTOWN",,1,0070,shp-17-01,0,0
5694070,17,2,"DOWNTOWN",,1,0001,shp-17-01,0,0
7257070,17,2,"DOWNTOWN",,1,0017,shp-17-01,0,0
884020,17,4,"DOWNTOWN",,1,0021,shp-17-01,0,0
6986050,17,1,"DOWNTOWN",,1,0092,shp-17-01,0,0
5607010,17,3,"DOWNTOWN",,1,0064,shp-17-01,0,0
7972070,17,2,"DOWNTOWN",,1,0017,shp-17-01,0,0
6669070,17,2,"DOWNTOWN",,1,0074,shp-17-01,0,0
1804020,17,4,"DOWNTOWN",,1,0067,shp-17-01,0,0
6480020,17,4,"DOWNTOWN",,1,0027,shp-17-01,0,0
1482070,17,2,"DOWNTOWN",,1,0024,shp-17-01,0,0
4636070,17,2,"DOWNTOWN",,1,0022,shp-17-01,0,0
208020,17,4,"DOWNTOWN",,1,0088,shp-17-01,0,0
8867020,17,4,"DOWNTOWN",,1,0006,shp-17-01,0,0
2994050,17,1,"DOWNTOWN",,1,0013,shp-17-01,0,0
1547050,17,1,"DOWNTOWN",,1,0048,shp-17-01,0,0
3373050,17,1,"DOWNTOWN",,1,0043,shp-17-01,0,0
5876010,17,3,"DOWNTOWN",,1,0055,shp-17-01,0,0
6063070,17,2,"DOWNTOWN",,1,0058,shp-17-01,0,0
8285010,17,3,"DOWNTOWN",,1,0009,shp-17-01,0,0
8116050,17,1,"DOWNTOWN",,1,0077,shp-17-01,0,0
3212020,17,4,"DOWNTOWN",,1,0077,shp-17-01,0,0
1206010,17,3,"DOWNTOWN",,1,0068,shp-17-01,0,0
1466010,17,3,"DOWNTOWN",,1,0079,shp-17-01,0,0
6173070,17,2,"DOWNTOWN",,1,0074,shp-17-01,0,0
4531020,17,4,"DOWNTOWN",,1,0072,shp-17-01,0,0
4968050,17,1,"DOWNTOWN",,1,0039,shp-17-01,0,0
4588010,17,3,"DOWNTOWN",,1,0027,shp-17-01,0,0
5662070,17,2,"DOWNTOWN",,1,0011,shp-17-01,0,0
3620010,17,3,"DOWNTOWN",,1,0011,shp-17-01,0,0
6698020,17,4,"DOWNTOWN",,1,0067,shp-17-01,0,0
3031050,17,1,"DOWNTOWN",,1,0051,shp-17-01,0,0
1897020,17,4,"DOWNTOWN",,1,0013,shp-17-01,0,0
840020,17,4,"DOWNTOWN",,1,0077,shp-17-01,0,0
5820010,17,3,"DOWNTOWN",,1,0075,shp-17-01,0,0
3654010,17,3,"DOWNTOWN",,1,0068,shp-17-01,0,0
8304050,17,1,"DOWNTOWN",,1,0088,shp-17-01,0,0
7428070,17,2,"SHOPPES AT BATTLE BRIDGE",,0,0001,shp-17-51,0,0
2202020,17,4,"SHOPPES AT BATTLE BRIDGE",,0,0005,shp-17-51,0,0
4228010,17,3,"SHOPPES AT BATTLE BRIDGE",,0,0039,shp-17-51,0,0
6218070,17,2,"SHOPPES AT BATTLE BRIDGE",,0,0017,shp-17-51,0,0
5160070,17,2,"SHOPPES AT BATTLE BRIDGE",,0,0017,shp-17-51,0,0
7216050,17,1,"SHOPPES AT BATTLE BRIDGE",,0,0039,shp-17-51,0,0
5107020,17,4,"SHOPPES AT BATTLE BRIDGE",,0,0013,shp-17-51,0,0
4215020,17,4,"SHOPPES AT BATTLE BRIDGE",,0,0031,shp-17-51,0,0
2384020,17,4,"SHOPPES AT BATTLE BRIDGE",,0,0092,shp-17-51,0,0
977050,17,1,"SHOPPES AT BATTLE BRIDGE",,0,0026,shp-17-51,0,0
4794070,17,2,"SHOPPES AT BATTLE BRIDGE",,0,0070,shp-17-51,0,0
7173020,17,4,"SHOPPES AT BATTLE BRIDGE",,0,0067,shp-17-51,0,0
5183070,17,2,"SHOPPES AT BATTLE BRIDGE",,0,0070,shp-17-51,0,0
1019010,17,3,"SHOPPES AT BATTLE BRIDGE",,0,0011,shp-17-51,0,0
5971020,17,4,"SHOPPES AT BATTLE BRIDGE",,0,0054,shp-17-51,0,0
1892070,17,2,"SHOPPES AT BATTLE BRIDGE",,0,0005,shp-17-51,0,0
6231010,17,3,"SHOPPES AT BATTLE BRIDGE",,0,0075,shp-17-51,0,0
4675070,17,2,"SHOPPES AT BATTLE BRIDGE",,0,0005,shp-17-51,0,0
6348050,17,1,"SHOPPES AT BATTLE BRIDGE",,0,0006,shp-17-51,0,0
7841010,17,3,"SHOPPES AT BATTLE BRIDGE",,0,0011,shp-17-51,0,0
5514010,17,3,"SHOPPES AT BATTLE BRIDGE",,0,0079,shp-17-51,0,0
3748050,17,1,"SHOPPES AT BATTLE BRIDGE",,0,0088,shp-17-51,0,0
3124050,17,1,"SHOPPES AT BATTLE BRIDGE",,0,0059,shp-17-51,0,0
5193070,17,2,"SHOPPES AT BATTLE BRIDGE",,0,0024,shp-17-51,0,0
6248050,17,1,"SHOPPES AT BATTLE BRIDGE",,0,0092,shp-17-51,0,0
1783020,17,4,"SHOPPES AT BATTLE BRIDGE",,0,0059,shp-17-51,0,0
6247020,17,4,"SHOPPES AT BATTLE BRIDGE",,0,0058,shp-17-51,0,0
7431070,17,2,"SHOPPES AT BATTLE BRIDGE",,0,0022,shp-17-51,0,0
6990070,17,2,"SHOPPES AT BATTLE BRIDGE",,0,0073,shp-17-51,0,0
2004070,17,2,"SHOPPES AT BATTLE BRIDGE",,0,0058,shp-17-51,0,0
805050,17,1,"SHOPPES AT BATTLE BRIDGE",,0,0025,shp-17-51,0,0
7368010,17,3,"SHOPPES AT BATTLE BRIDGE",,0,0043,shp-17-51,0,0
4049020,17,4,"SHOPPES AT BATTLE BRIDGE",,0,0077,shp-17-51,0,0
4989050,17,1,"SHOPPES AT BATTLE BRIDGE",,0,0031,shp-17-51,0,0
1721010,17,3,"SHOPPES AT BATTLE BRIDGE",,0,0027,shp-17-51,0,0
3045050,17,1,"SHOPPES AT BATTLE BRIDGE",,0,0058,shp-17-51,0,0
5818070,17,2,"SHOPPES AT BATTLE BRIDGE",,0,0044,shp-17-51,0,0
5020010,17,3,"SHOPPES AT BATTLE BRIDGE",,0,0034,shp-17-51,0,0
2690010,17,3,"SHOPPES AT BATTLE BRIDGE",,0,0022,shp-17-51,0,0
8508050,17,1,"SHOPPES AT BATTLE BRIDGE",,0,0072,shp-17-51,0,0
7391050,17,1,"SHOPPES AT BATTLE BRIDGE",,0,0013,shp-17-51,0,0
79010,17,3,"SHOPPES AT BATTLE BRIDGE",,0,0022,shp-17-51,0,0
4986070,17,2,"SHOPPES AT BATTLE BRIDGE",,0,0074,shp-17-51,0,0
7283050,17,1,"SHOPPES AT BATTLE BRIDGE",,0,0040,shp-17-51,0,0
8432010,17,3,"SHOPPES AT BATTLE BRIDGE",,0,0030,shp-17-51,0,0
6706020,17,4,"SHOPPES AT BATTLE BRIDGE",,0,0043,shp-17-51,0,0
3609020,17,4,"SHOPPES AT BATTLE BRIDGE",,0,0077,shp-17-51,0,0
5042020,17,4,"SHOPPES AT BATTLE BRIDGE",,0,0092,shp-17-51,0,0
7942050,17,1,"SHOPPES AT BATTLE BRIDGE",,0,0092,shp-17-51,0,0
4267020,17,4,"SHOPPES AT BATTLE BRIDGE",,0,0048,shp-17-51,0,0
5998070,17,2,"SHOPPES AT BATTLE BRIDGE",,0,0004,shp-17-51,0,0
2188050,17,1,"SHOPPES AT BATTLE BRIDGE",,0,0067,shp-17-51,0,0
3117050,17,1,"SHOPPES AT BATTLE BRIDGE",,0,0021,shp-17-51,0,0
2842020,17,4,"SHOPPES AT BATTLE BRIDGE",,0,0072,shp-17-51,0,0
8059020,17,4,"SHOPPES AT BATTLE BRIDGE",,0,0088,shp-17-51,0,0
6757050,17,1,"SHOPPES AT BATTLE BRIDGE",,0,0077,shp-17-51,0,0
5411020,17,4,"SHOPPES AT BATTLE BRIDGE",,0,0065,shp-17-51,0,0
7795010,17,3,"SHOPPES AT BATTLE BRIDGE",,0,0027,shp-17-51,0,0
393010,17,3,"SHOPPES AT BATTLE BRIDGE",,0,0069,shp-17-51,0,0
4480050,17,1,"SHOPPES AT BATTLE BRIDGE",,0,0054,shp-17-51,0,0
6309010,17,3,"SHOPPES AT BATTLE BRIDGE",,0,0064,shp-17-51,0,0
8084020,17,4,"SHOPPES AT BATTLE BRIDGE",,0,0077,shp-17-51,0,0
8548020,17,4,"SHOPPES AT BATTLE BRIDGE",,0,0027,shp-17-51,0,0
3783010,17,3,"SHOPPES AT BATTLE BRIDGE",,0,0020,shp-17-51,0,0
2687070,17,2,"SHOPPES AT BATTLE BRIDGE",,0,0064,shp-17-51,0,0
8140010,17,3,"SHOPPES AT BATTLE BRIDGE",,0,0041,shp-17-51,0,0
4062070,17,2,"SHOPPES AT BATTLE BRIDGE",,0,0015,shp-17-51,0,0
958010,17,3,"SHOPPES AT BATTLE BRIDGE",,0,0068,shp-17-51,0,0
1701020,17,4,"SHOPPES AT BATTLE BRIDGE",,0,0026,shp-17-51,0,0
9060070,17,2,"SHOPPES AT BATTLE BRIDGE",,0,0075,shp-17-51,0,0
3352050,17,1,"SHOPPES AT BATTLE BRIDGE",,0,0043,shp-17-51,0,0
3959070,17,2,"SHOPPES AT BATTLE BRIDGE",,0,0017,shp-17-51,0,0
135010,17,3,"SHOPPES AT BATTLE BRIDGE",,0,0009,shp-17-51,0,0
9193010,17,3,"SHOPPES AT BATTLE BRIDGE",,0,0041,shp-17-51,0,0
8975050,17,1,"SHOPPES AT BATTLE BRIDGE",,0,0072,shp-17-51,0,0
1727070,17,2,"SHOPPES AT BATTLE BRIDGE",,0,0015,shp-17-51,0,0
4358070,17,2,"SHOPPES AT BATTLE BRIDGE",,0,0005,shp-17-51,0,0
1943010,17,3,"SHOPPES AT BATTLE BRIDGE",,0,0074,shp-17-51,0,0
2103050,17,1,"SHOPPES AT BATTLE BRIDGE",,0,0077,shp-17-51,0,0
1996050,17,1,"SHOPPES AT BATTLE BRIDGE",,0,0065,shp-17-51,0,0
4646010,17,3,"SHOPPES AT BATTLE BRIDGE",,0,0045,shp-17-51,0,0
6957020,17,4,"SHOPPES AT BATTLE BRIDGE",,0,0047,shp-17-51,0,0
7201070,17,2,"SHOPPES AT BATTLE BRIDGE",,0,0023,shp-17-51,0,0
5722050,17,1,"SHOPPES AT BATTLE BRIDGE",,0,0027,shp-17-51,0,0
1116010,17,3,"SHOPPES AT BATTLE BRIDGE",,0,0013,shp-17-51,0,0
9441070,17,2,"SHOPPES AT BATTLE BRIDGE",,0,0011,shp-17-51,0,0
6598070,17,2,"SHOPPES AT BATTLE BRIDGE",,0,0005,shp-17-51,0,0
7695020,17,4,"SHOPPES AT BATTLE BRIDGE",,0,0067,shp-17-51,0,0
1839010,17,3,"SHOPPES AT BATTLE BRIDGE",,0,0068,shp-17-51,0,0
915010,17,3,"SHOPPES AT BATTLE BRIDGE",,0,0020,shp-17-51,0,0
3785010,17,3,"SHOPPES AT BATTLE BRIDGE",,0,0055,shp-17-51,0,0
1242050,17,1,"SHOPPES AT BATTLE BRIDGE",,0,0005,shp-17-51,0,0
4400050,17,1,"SHOPPES AT BATTLE BRIDGE",,0,0051,shp-17-51,0,0
169020,17,4,"SHOPPES AT BATTLE BRIDGE",,0,0051,shp-17-51,0,0
9385020,17,4,"SHOPPES AT BATTLE BRIDGE",,0,0092,shp-17-51,0,0
6508010,17,3,"SHOPPES AT BATTLE BRIDGE",,0,0060,shp-17-51,0,0
6323070,17,2,"SHOPPES AT BATTLE BRIDGE",,0,0006,shp-17-51,0,0
888020,17,4,"SHOPPES AT BATTLE BRIDGE",,0,0039,shp-17-51,0,0
1411020,17,4,"SHOPPES AT BATTLE BRIDGE",,0,0021,shp-17-51,0,0
9425020,17,4,"SHOPPES AT BATTLE BRIDGE",,0,0006,shp-17-51,0,0
6621050,17,1,"SHOPPES AT BATTLE BRIDGE",,0,0077,shp-17-51,0,0
8642010,17,3,"SHOPPES AT BATTLE BRIDGE",,0,0020,shp-17-51,0,0
2934070,17,2,"SHOPPES AT BATTLE BRIDGE",,0,0065,shp-17-51,0,0
2289050,17,1,"SHOPPES AT BATTLE BRIDGE",,0,0045,shp-17-51,0,0
5670070,17,2,"SHOPPES AT BATTLE BRIDGE",,0,0017,shp-17-51,0,0
8504050,17,1,"SHOPPES AT BATTLE BRIDGE",,0,0048,shp-17-51,0,0
2286050,17,1,"SHOPPES AT BATTLE BRIDGE",,0,0092,shp-17-51,0,0
7580070,17,2,"SHOPPES AT BATTLE BRIDGE",,0,0064,shp-17-51,0,0
834070,17,2,"SHOPPES AT BATTLE BRIDGE",,0,0071,shp-17-51,0,0
3879050,17,1,"SHOPPES AT BATTLE BRIDGE",,0,0067,shp-17-51,0,0
6308020,17,4,"SHOPPES AT BATTLE BRIDGE",,0,0025,shp-17-51,0,0
6823070,17,2,"SHOPPES AT BATTLE BRIDGE",,0,0074,shp-17-51,0,0
5804010,17,3,"SHOPPES AT BATTLE BRIDGE",,0,0068,shp-17-51,0,0
463020,17,4,"SHOPPES AT BATTLE BRIDGE",,0,0072,shp-17-51,0,0
1908020,17,4,"SHOPPES AT BATTLE BRIDGE",,0,0040,shp-17-51,0,0
2597020,17,4,"SHOPPES AT BATTLE BRIDGE",,0,0045,shp-17-51,0,0
4455010,17,3,"SHOPPES AT BATTLE BRIDGE",,0,0076,shp-17-51,0,0
1593070,17,2,"SHOPPES AT BATTLE BRIDGE",,0,0024,shp-17-51,0,0
9311050,17,1,"SHOPPES AT BATTLE BRIDGE",,0,0047,shp-17-51,0,0
5541010,18,3,"BUS WAY",,0,0030,shp-18-53,0,0
8350070,18,2,"BUS WAY",,0,0012,shp-18-53,0,0
6391020,18,4,"BUS WAY",,0,0088,shp-18-53,0,0
6835070,18,2,"BUS WAY",,0,0058,shp-18-53,0,0
8501050,18,1,"BUS WAY",,0,0024,shp-18-53,0,0
1850050,18,1,"BUS WAY",,0,0080,shp-18-53,0,0
4420070,18,2,"BUS WAY",,0,0015,shp-18-53,0,0
8164070,18,2,"BUS WAY",,0,0039,shp-18-53,0,0
6630010,18,3,"BUS WAY",,0,0009,shp-18-53,0,0
1825010,18,3,"BUS WAY",,0,0024,shp-18-53,0,0
4661010,18,3,"BUS WAY",,0,0076,shp-18-53,0,0
180010,18,3,"BUS WAY",,0,0016,shp-18-53,0,0
6723010,18,3,"BUS WAY",,0,0040,shp-18-53,0,0
4959050,18,1,"BUS WAY",,0,0086,shp-18-53,0,0
9037020,18,4,"BUS WAY",,0,0039,shp-18-53,0,0
5709070,18,2,"BUS WAY",,0,0045,shp-18-53,0,0
3796050,18,1,"BUS WAY",,0,0004,shp-18-53,0,0
5180070,18,2,"BUS WAY",,0,0018,shp-18-53,0,0
4979070,18,2,"BUS WAY",,0,0066,shp-18-53,0,0
6245010,18,3,"BUS WAY",,0,0010,shp-18-53,0,0
7357050,18,1,"BUS WAY",,0,0023,shp-18-53,0,0
4787070,18,2,"BUS WAY",,0,0014,shp-18-53,0,0
8909070,18,2,"BUS WAY",,0,0066,shp-18-53,0,0
6726020,18,4,"BUS WAY",,0,0072,shp-18-53,0,0
7556010,18,3,"BUS WAY",,0,0059,shp-18-53,0,0
6126010,18,3,"BUS WAY",,0,0024,shp-18-53,0,0
5831050,18,1,"BUS WAY",,0,0078,shp-18-53,0,0
2231020,18,4,"BUS WAY",,0,0036,shp-18-53,0,0
3819070,18,2,"BUS WAY",,0,0051,shp-18-53,0,0
1156070,18,2,"BUS WAY",,0,0045,shp-18-53,0,0
2072070,18,2,"BUS WAY",,0,0052,shp-18-53,0,0
2520070,18,2,"BUS WAY",,0,0017,shp-18-53,0,0
5723050,18,1,"BUS WAY",,0,0034,shp-18-53,0,0
7990070,18,2,"BUS WAY",,0,0067,shp-18-53,0,0
1561010,18,3,"BUS WAY",,0,0080,shp-18-53,0,0
6822020,18,4,"BUS WAY",,0,0023,shp-18-53,0,0
7065050,18,1,"BUS WAY",,0,0038,shp-18-53,0,0
3192070,18,2,"BUS WAY",,0,0030,shp-18-53,0,0
7377020,18,4,"BUS WAY",,0,0019,shp-18-53,0,0
4914050,18,1,"BUS WAY",,0,0011,shp-18-53,0,0
7656010,18,3,"BUS WAY",,0,0065,shp-18-53,0,0
8392050,18,1,"BUS WAY",,0,0023,shp-18-53,0,0
9011010,18,3,"BUS WAY",,0,0061,shp-18-53,0,0
5835020,18,4,"BUS WAY",,0,0036,shp-18-53,0,0
1377020,18,4,"BUS WAY",,0,0055,shp-18-53,0,0
4457050,18,1,"BUS WAY",,0,0090,shp-18-53,0,0
2381010,18,3,"BUS WAY",,0,0044,shp-18-53,0,0
4255070,18,2,"BUS WAY",,0,0022,shp-18-53,0,0
5927050,18,1,"BUS WAY",,0,0022,shp-18-53,0,0
3841010,18,3,"BUS WAY",,0,0001,shp-18-53,0,0
3415050,18,1,"BUS WAY",,0,0085,shp-18-53,0,0
482020,18,4,"BUS WAY",,0,0044,shp-18-53,0,0
5654050,18,1,"BUS WAY",,0,0031,shp-18-53,0,0
3306020,18,4,"BUS WAY",,0,0080,shp-18-53,0,0
7731020,18,4,"BUS WAY",,0,0004,shp-18-53,0,0
6286070,18,2,"BUS WAY",,0,0022,shp-18-53,0,0
7041050,18,1,"BUS WAY",,0,0045,shp-18-53,0,0
8942070,18,2,"BUS WAY",,0,0015,shp-18-53,0,0
7242010,18,3,"BUS WAY",,0,0075,shp-18-53,0,0
3092070,18,2,"BUS WAY",,0,0065,shp-18-53,0,0
455010,18,3,"BUS WAY",,0,0027,shp-18-53,0,0
8298050,18,1,"BUS WAY",,0,0073,shp-18-53,0,0
1942050,18,1,"BUS WAY",,0,0088,shp-18-53,0,0
880050,18,1,"BUS WAY",,0,0072,shp-18-53,0,0
7408010,18,3,"BUS WAY",,0,0048,shp-18-53,0,0
5340050,18,1,"BUS WAY",,0,0036,shp-18-53,0,0
8603020,18,4,"BUS WAY",,0,0045,shp-18-53,0,0
145050,18,1,"BUS WAY",,0,0005,shp-18-53,0,0
1128020,18,4,"BUS WAY",,0,0038,shp-18-53,0,0
1933050,18,1,"BUS WAY",,0,0001,shp-18-53,0,0
4678010,18,3,"BUS WAY",,0,0075,shp-18-53,0,0
2933010,18,3,"BUS WAY",,0,0080,shp-18-53,0,0
7856050,18,1,"BUS WAY",,0,0072,shp-18-53,0,0
5973020,18,4,"BUS WAY",,0,0090,shp-18-53,0,0
6371070,18,2,"BUS WAY",,0,0013,shp-18-53,0,0
8261010,18,3,"BUS WAY",,0,0070,shp-18-53,0,0
2567070,18,2,"BUS WAY",,0,0035,shp-18-53,0,0
2888020,18,4,"BUS WAY",,0,0022,shp-18-53,0,0
8978020,18,4,"BUS WAY",,0,0011,shp-18-53,0,0
5605050,18,1,"BUS WAY",,0,0089,shp-18-53,0,0
9094050,18,1,"BUS WAY",,0,0044,shp-18-53,0,0
914010,18,3,"BUS WAY",,0,0042,shp-18-53,0,0
9233020,18,4,"BUS WAY",,0,0085,shp-18-53,0,0
799020,18,4,"BUS WAY",,0,0054,shp-18-53,0,0
8645050,18,1,"BUS WAY",,0,0039,shp-18-53,0,0
1317020,18,4,"BUS WAY",,0,0005,shp-18-53,0,0
9243070,18,2,"BUS WAY",,0,0052,shp-18-53,0,0
173050,18,1,"BUS WAY",,0,0068,shp-18-53,0,0
144070,18,2,"BUS WAY",,0,0017,shp-18-53,0,0
5436010,18,3,"BUS WAY",,0,0020,shp-18-53,0,0
2292070,18,2,"BUS WAY",,0,0014,shp-18-53,0,0
7913020,18,4,"BUS WAY",,0,0086,shp-18-53,0,0
7671070,18,2,"BUS WAY",,0,0033,shp-18-53,0,0
7037010,18,3,"BUS WAY",,0,0055,shp-18-53,0,0
943050,18,1,"BUS WAY",,0,0055,shp-18-53,0,0
6742020,18,4,"BUS WAY",,0,0072,shp-18-53,0,0
7859020,18,4,"BUS WAY",,0,0031,shp-18-53,0,0
3379020,18,4,"BUS WAY",,0,0068,shp-18-53,0,0
1370020,18,4,"BUS WAY",,0,0024,shp-18-53,0,0
5200010,18,3,"BUS WAY",,0,0004,shp-18-53,0,0
4651070,18,2,"BUS WAY",,0,0073,shp-18-53,0,0
182010,18,3,"BUS WAY",,0,0049,shp-18-53,0,0
4415020,18,4,"BUS WAY",,0,0028,shp-18-53,0,0
8442070,18,2,"BUS WAY",,0,0053,shp-18-53,0,0
8716050,18,1,"BUS WAY",,0,0036,shp-18-53,0,0
5002010,18,3,"BUS WAY",,0,0025,shp-18-53,0,0
6074010,18,3,"BUS WAY",,0,0025,shp-18-53,0,0
8703020,18,4,"BUS WAY",,0,0073,shp-18-53,0,0
5475070,18,2,"BUS WAY",,0,0043,shp-18-53,0,0
4501020,18,4,"BUS WAY",,0,0078,shp-18-53,0,0
7295020,18,4,"BUS WAY",,0,0034,shp-18-53,0,0
1257050,18,1,"BUS WAY",,0,0052,shp-18-53,0,0
4802020,18,4,"BUS WAY",,0,0089,shp-18-53,0,0
5774070,18,2,"BUS WAY",,0,0070,shp-18-53,0,0
7730050,18,1,"BUS WAY",,0,0028,shp-18-53,0,0
8885020,18,4,"BUS WAY",,0,0054,shp-18-53,0,0
6290010,18,3,"BUS WAY",,0,0021,shp-18-53,0,0
6447020,18,4,"BUS WAY",,0,0023,shp-18-53,0,0
3267010,18,3,"BUS WAY",,0,0030,shp-18-53,0,0
344020,18,4,"BUS WAY",,0,0052,shp-18-53,0,0
8678050,18,1,"BUS WAY",,0,0019,shp-18-53,0,0
