service_id,date,exception_type
16412,20250101,2
16412,20250704,2
16412,20251127,2
16412,20251225,2
16412,20260101,2
16412,20260704,2
16412,20261126,2
16412,20261225,2
16412,20270101,2
16412,20270704,2
16412,20271125,2
16412,20271225,2
16412,20280101,2
16412,20280704,2
16412,20281130,2
16412,20281225,2
