stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding
5088,5088,"S Alston Ave at Massey Ave (SB)",,35.97835,-78.89238,,,0,,0
5089,5089,"Duke St at Englewood Ave",,36.015543,-78.905404,,,0,,0
5091,5091,"E Club Blvd at Glenbrook Dr (SB)",,36.02387,-78.87682,,,0,,0
5093,5093,"University Dr at South Square Mall",,35.965545,-78.957312,,,0,,0
5094,5094,"Lakewood Ave at Blackwell St",,35.987322,-78.907022,,,0,,0
5097,5097,"Roxboro Rd at Murray Ave",,36.0295,-78.89038,,,0,,0
5099,5099,"Carver St at Patrick Henry Dr (EB)",,36.040557,-78.897692,,,0,,0
5100,5100,"Weaver St at Weaver St Park",,35.963836,-78.91454,,,0,,0
5102,5102,"Shirley St at Crest St",,36.012625,-78.93977,,,0,,0
5105,5105,"Duke Regional Hospital (NB)",,36.038303,-78.898968,,,0,,0
5106,5106,"Erwin Rd at Research Dr",,36.008689,-78.94159,,,0,,0
5111,5111,"Lawson St at Merrick St (Pearson Cafeter",,35.9763470379,-78.8996856429,,,0,,0
5112,5112,"Angier Ave at Commonwealth St",,35.97067,-78.86345,,,0,,0
5116,5116,"Roxboro St at Duke St (Autozone)",,36.057,-78.90312,,,0,,0
5117,5117,"Glenbrook Dr at Dubonnet Pl (SB)",,36.026391,-78.878737,,,0,,0
5118,5118,"Martin Luther King Jr Pkwy at Lake Camp",,35.942511,-78.918833,,,0,,0
5119,5119,"Roxboro Rd at Ellerbee St (NB)",,36.0214,-78.8898,,,0,,0
5121,5121,"University Dr at Weymouth St (Near)",,35.96685,-78.9499,,,0,,0
5125,5125,"Hillsborough Rd at W Knox St",,36.0130466,-78.9316324,,,0,,0
5126,5126,"Avondale Dr at E Knox St (SB)",,36.011805,-78.886721,,,0,,0
5127,5127,"Seven Oaks Rd at Riverview Shopping Cent",,36.067734,-78.90593,,,0,,0
5128,5128,"Roxboro Rd at Monk Rd (SB)",,36.05803,-78.90328,,,0,,0
5132,5132,"Roxboro Rd at Carver St",,36.03955,-78.89922,,,0,,0
5133,5133,"University Dr at Westgate Dr (WB)",,35.964173,-78.959182,,,0,,0
5138,5138,"Angier Ave at Driver St (WB)",,35.982298,-78.878305,,,0,,0
5139,5139,"Gregson St at Dacian Ave",,36.007956,-78.908324,,,0,,0
5141,5141,"Avondale Dr at Trinity Ave (NB)",,36.00682,-78.885356,,,0,,0
5142,5142,"Gregson St at Trinity Ave",,36.005107,-78.908341,,,0,,0
5144,5144,"Dowd St at Roxboro Rd (WB)",,36.000385,-78.893682,,,0,,0
5145,5145,"Erwin Rd at Morreene Rd",,36.003907,-78.950716,,,0,,0
5148,5148,"E Main St at Alston Ave (WB)",,35.98815,-78.88885,,,0,,0
5149,5149,"NC 55 at Riddle Rd (NB)",,35.95695,-78.891949,,,0,,0
5153,5153,"Garrett Rd at Old Chapel Hill Rd",,35.94967,-78.96942,,,0,,0
5154,5154,"Alston Ave at Linwood Ave (SB)",,35.98011,-78.89164,,,0,,0
5156,5156,"Chapel Hill Rd at Bivins St (EB)",,35.986437,-78.927927,,,0,,0
5157,5157,"Fulton St at Pratt St",,36.010778,-78.937067,,,0,,0
5158,5158,"Roxboro St at Lawson St (NB)",,35.977117,-78.906669,,,0,,0
5161,5161,"NC 55 at Meredith Dr (NB)",,35.90075,-78.89593,,,0,,0
5165,5165,"Erwin Rd at Downing St (EB)",,36.008652,-78.943929,,,0,,0
5169,5169,"Morehead Ave at Moreland Ave (EB)",,35.991919,-78.920876,,,0,,0
5178,5178,"Club Blvd at Northgate Mall",,36.01706,-78.909822,,,0,,0
5179,5179,"Roxboro St at Lodge St (Hillside Park)",,35.98129,-78.904222,,,0,,0
5183,5183,"James St at Durham Chapel Hill Blvd",,35.97518,-78.92528,,,0,,0
5184,5184,"Service Rd at Davidson Ave (NB)",,36.018023,-78.887484,,,0,,0
5185,5185,"Chapel Hill Rd at Pickett Rd (NB)",,35.976784,-78.936077,,,0,,0
5189,5189,"University Dr at Snowcrest Tr",,35.959558,-78.964667,,,0,,0
5190,5190,"Nation Ave at Bedford St",,35.9777,-78.92807,,,0,,0
5191,5191,"Fayetteville Rd at Woodcroft Pkwy (SB)",,35.922538,-78.927687,,,0,,0
5193,5193,"Midvale Rd at Bedford St",,35.974894,-78.928535,,,0,,0
5195,5195,"Mineral Springs Rd at Wake Forest Hwy",,35.98193,-78.8209,,,0,,0
5197,5197,"Morehead Ave at Arnette Ave (EB)",,35.991649,-78.914469,,,0,,0
5198,5198,"Holloway St at Hyde Park Ave (EB)",,35.994423,-78.882105,,,0,,0
5199,5199,"Angier Ave at Wrenn Rd (NB)",,35.952545,-78.849334,,,0,,0
5201,5201,"Angier Ave at Wrenn Rd (SB)",,35.952618,-78.849752,,,0,,0
5202,5202,"Roxboro Rd at Trinity Ave",,36.005575,-78.892435,,,0,,0
5203,5203,"Avondale Dr at E Markham Ave (NB)",,36.009118,-78.88593,,,0,,0
5204,5204,"S Alston Ave at Dupree St (SB)",,35.976622,-78.892977,,,0,,0
5205,5205,"Angier Ave at Vine St (WB)",,35.983446,-78.88124,,,0,,0
5206,5206,"Lawson St at Rosewood St (Eastbound)",,35.975099,-78.892376,,,0,,0
5209,5209,"Foushee St at Avondale Dr (WB)",,36.016485,-78.887403,,,0,,0
5210,5210,"Martin Luther King Jr Pkwy at Shannon Rd",,35.960746,-78.956923,,,0,,0
5215,5215,"Fayetteville St at Lawson St (SB)",,35.976834,-78.900879,,,0,,0
5220,5220,"Duke St at Demerius St",,36.01201,-78.905369,,,0,,0
5221,5221,"E Weaver St at Jesmond St",,35.966673,-78.91146,,,0,,0
5222,5222,"Duke St at Morehead Ave (Henderson Tower",,35.99083,-78.908895,,,0,,0
5224,5224,"Fayetteville St at Burlington Ave (NB)",,35.968734,-78.902611,,,0,,0
5225,5225,"Fayetteville St at Brant St (NB)",,35.9757957,-78.9010821,,,0,,0
5226,5226,"Roxboro Rd at Old Oxford Rd (Oxford Comm",,36.035705,-78.893237,,,0,,0
5229,5229,"Roxboro Rd at Hugo St",,36.02552,-78.88973,,,0,,0
5231,5231,"University Dr at Beech Lake Apts",,35.956761,-78.966252,,,0,,0
5233,5233,"Freeman Rd at Clayton Rd (Southern HS)",,35.99778,-78.82977,,,0,,0
5234,5234,"Fayetteville Rd at Woodcroft Pkwy (NB)",,35.924142,-78.926041,,,0,,0
5235,5235,"University Dr at University Pl (WB)",,35.952803,-78.966321,,,0,,0
5238,5238,"Avondale Dr at E Knox St (NB)",,36.012681,-78.886735,,,0,,0
5239,5239,"Cornwallis Rd at Spring Ridge Apt",,35.93833,-78.8954,,,0,,0
5240,5240,"Freeman Rd at Homecoming Way",,35.995963,-78.818651,,,0,,0
5241,5241,"Lawson St at DTCC F Lot (EB)",,35.974292,-78.882723,,,0,,0
5242,5242,"Riddle Rd at Kirby St (NB)",,35.955642,-78.893107,,,0,,0
5245,5245,"Holloway St at Alston Ave (EB)",,35.99444,-78.88621,,,0,,0
5247,5247,"Fayetteville Rd at Juliette Dr (NB)",,35.931864,-78.91652,,,0,,0
5248,5248,"Guess Rd at Fawn Ave",,36.03154,-78.928867,,,0,,0
5253,5253,"Holloway St at Brye St (WB)",,35.99348,-78.87232,,,0,,0
5255,5255,"Erwin Rd at Lambeth Cir (Erwin Terraces)",,36.006834,-78.947226,,,0,,0
5257,5257,"Shirley St at Ratcale Ln",,36.011406,-78.938079,,,0,,0
5259,5259,"N Alston Ave at Geer St (NB)",,36.003437,-78.885966,,,0,,0
5261,5261,"University Dr at Westgate Dr (Parkway Pl",,35.964264,-78.958767,,,0,,0
5262,5262,"NC 55 at Dakota St (SB)",,35.9677153,-78.8955998,,,0,,0
5263,5263,"Gregson St at Green St",,36.01118,-78.90832,,,0,,0
5264,5264,"Bacon St at Lawson St",,35.974484,-78.8849,,,0,,0
5265,5265,"E Main St at Blacknall St (WB)",,35.986443,-78.885559,,,0,,0
5268,5268,"Waring St at Davinci St",,36.03172,-78.8806,,,0,,0
5269,5269,"Stadium Dr at Horton Rd",,36.05507,-78.91937,,,0,,0
5271,5271,"Dearborn Dr at Deer Run (NB)",,36.031985,-78.87018,,,0,,0
5272,5272,"Duke University Rd at Anderson St (EB)",,35.99833,-78.930561,,,0,,0
5273,5273,"Roxboro Rd at Hewitt St",,36.0359,-78.89403,,,0,,0
5274,5274,"Holloway St at Hoover Rd (WB)",,35.990465,-78.858834,,,0,,0
5276,5276,"Broad St at Forest Rd (NB)",,36.024855,-78.916989,,,0,,0
5278,5278,"Ninth St at Safeway St",,36.010586,-78.922118,,,0,,0
5280,5280,"E Main St at Dillard St (Durham County P",,35.99187,-78.89533,,,0,,0
5281,5281,"Dearborn Dr at Maplewood Dr (SB)",,36.03338,-78.869441,,,0,,0
5282,5282,"Hillsborough Rd at W Main St",,36.01574,-78.936579,,,0,,0
5285,5285,"Chapel Hill Rd at Valley Terrace (SB)",,35.9724,-78.93769,,,0,,0
5286,5286,"Duke University Rd at Underwood Ave (EB)",,35.996755,-78.922429,,,0,,0
5291,5291,"Holloway St at Chester St",,35.994526,-78.882673,,,0,,0
5292,5292,"Hillsborough Rd at Cole Mill Rd (WB)",,36.0232231,-78.9550314,,,0,,0
5296,5296,"NC 55 at Cornwallis Rd",,35.931922,-78.888286,,,0,,0
5298,5298,"Chapel Hill Rd at University Dr (SB)",,35.968683,-78.939883,,,0,,0
5300,5300,"Leon St at Haverford St (EB)",,36.025419,-78.913527,,,0,,0
5306,5306,"Morehead Ave at Arnette Ave (WB)",,35.991739,-78.91422,,,0,,0
5310,5310,"Angier Ave at Guthrie Ave (WB)",,35.981417,-78.875848,,,0,,0
