school_name,geocode_flag,county,sch_type,sch_ptype,sch_ctype,lat,lon,nearest_stop_distance_m,stops_within_radius,avg_daily_trips_nearby,in_service_area,n_agencies_loaded
Central Elementary,ok,Haywood,Regular School,None,Traditional,35.486583607346894,-82.99220635612721,22126.3,0,0.0,False,21
Junaluska Elementary,review_recommended,Haywood,Regular School,None,Traditional,35.508689130104536,-82.9638800131362,25597.0,0,0.0,False,21
North Canton Elementary,ok,Haywood,Regular School,None,Traditional,35.54618008918924,-82.8340428366685,37879.3,0,0.0,False,21
Waynesville Middle,ok,Haywood,Regular School,None,Traditional,35.481064449694664,-83.00201457049224,21048.9,0,0.0,False,21
Apple Valley Middle,ok,Henderson,Regular School,None,Traditional,35.362107101883026,-82.41973352129017,71151.5,0,0.0,False,21
Atkinson Elementary,ok,Henderson,Regular School,None,Traditional,35.2843571342774,-82.49354587962722,65134.8,0,0.0,False,21
Bruce Drysdale Elementary,ok,Henderson,Regular School,None,Year Round,35.32182677211509,-82.46156983923818,67606.0,0,0.0,False,21
East Henderson High,review_recommended,Henderson,Regular School,None,Traditional,35.29816238039797,-82.42470857992005,71170.4,0,0.0,False,21
Fletcher Elementary,review_recommended,Henderson,Regular School,None,Traditional,35.40904506237526,-82.49716610045432,64103.7,0,0.0,False,21
Hendersonville Elementary,ok,Henderson,Regular School,None,Year Round,35.322951369051765,-82.47463621709456,66412.4,0,0.0,False,21
North Henderson High,ok,Henderson,Regular School,None,Traditional,35.36137088652687,-82.42085077182458,71053.4,0,0.0,False,21
Rugby Middle,review_recommended,Henderson,Regular School,None,Traditional,35.35900574144887,-82.51415255845855,62596.1,0,0.0,False,21
West Henderson High,review_recommended,Henderson,Regular School,None,Traditional,35.365174603561805,-82.51580983733565,62414.8,0,0.0,False,21
Ahoskie Elementary,ok,Hertford,Regular School,None,Traditional,36.2915029153504,-76.99487931809956,72739.0,0,0.0,False,21
Hoke County High,review_recommended,Hoke,Regular School,None,Traditional,34.97449180557025,-79.23321449314896,87452.0,0,0.0,False,21
J W McLauchlin Elementary,review_recommended,Hoke,Regular School,None,Traditional,34.98095094046858,-79.22396182634614,87326.8,0,0.0,False,21
Scurlock Elementary,review_recommended,Hoke,Regular School,None,Traditional,34.9843971639502,-79.18352940839638,86304.3,0,0.0,False,21
West Hoke Elementary,review_recommended,Hoke,Regular School,None,Traditional,34.97102124556229,-79.32933789228494,83272.1,0,0.0,False,21
Rockfish Hoke Elementary,ok,Hoke,Regular School,None,Traditional,34.991637829603576,-79.12533000613918,83856.9,0,0.0,False,21
J W Turlington,review_recommended,Hoke,Alternative Education,None,Traditional,34.98405881748872,-79.22442902276721,87017.8,0,0.0,False,21
Upchurch Elementary,review_recommended,Hoke,Regular School,None,Traditional,34.990959367451794,-79.23778773772521,85700.3,0,0.0,False,21
Celeste Henkel Elementary,review_recommended,Iredell,Regular School,None,Traditional,35.754693654101594,-80.9743082496807,20778.1,0,0.0,False,21
Harmony Elementary,review_recommended,Iredell,Regular School,None,Traditional,35.96168527644101,-80.77299188811445,35508.6,0,0.0,False,21
Monticello School,review_recommended,Iredell,Alternative Education,None,Traditional,35.77868963816651,-80.89059648616461,28794.5,0,0.0,False,21
N B Mills Elementary,review_recommended,Iredell,Regular School,None,Traditional,35.78709623277227,-80.91155228931437,27167.5,0,0.0,False,21
North Iredell High,review_recommended,Iredell,Regular School,None,Traditional,35.927178892638665,-80.8701966908047,26468.0,0,0.0,False,21
Northview School,ok,Iredell,Regular School,None,Traditional,35.80560176531151,-80.88259534352247,28407.1,0,0.0,False,21
North Iredell Middle,review_recommended,Iredell,Regular School,None,Traditional,35.96651026995339,-80.87146763042513,26817.2,0,0.0,False,21
Pressly School,review_recommended,Iredell,Alternative Education,None,Traditional,35.79379838248861,-80.86456979290197,30454.7,0,0.0,False,21
Statesville Middle,review_recommended,Iredell,Regular School,None,Traditional,35.78727799601894,-80.87257827559411,30165.6,0,0.0,False,21
Statesville High,review_recommended,Iredell,Regular School,None,Traditional,35.79193040868366,-80.89322377783533,28291.9,0,0.0,False,21
Shepherd Elementary,review_recommended,Iredell,Regular School,None,Traditional,35.635421340906085,-80.82977621969984,21995.4,0,0.0,False,21
South Iredell High,review_recommended,Iredell,Regular School,None,Traditional,35.718000506720024,-80.90933223475517,25754.5,0,0.0,False,21
Troutman Elementary,review_recommended,Iredell,Regular School,None,Traditional,35.7014649530968,-80.88845743425983,27537.9,0,0.0,False,21
Union Grove Elementary,review_recommended,Iredell,Regular School,None,Traditional,36.02060579903135,-80.86407675646318,29168.3,0,0.0,False,21
NF Woods Adv Tech and Arts Center,review_recommended,Iredell,Vocational Education,None,Traditional,35.587276015816514,-80.82244469775785,18441.0,0,0.0,False,21
Mooresville Middle,ok,Iredell,Regular School,None,Traditional,35.576385884212584,-80.80021133954425,16093.4,0,0.0,False,21
Mooresville Senior High,ok,Iredell,Regular School,None,Traditional,35.578242493623264,-80.80192959271002,16336.1,0,0.0,False,21
Park View Elementary,review_recommended,Iredell,Regular School,None,Traditional,35.58957586896079,-80.80242748486455,17091.7,0,0.0,False,21
South Elementary,review_recommended,Iredell,Regular School,None,Traditional,35.56080159891011,-80.80232245866742,15396.3,0,0.0,False,21
Benson Elementary,ok,Johnston,Regular School,None,Traditional,35.37707596238336,-78.54710788479244,44259.8,0,0.0,False,21
Benson Middle,review_recommended,Johnston,Regular School,None,Traditional,35.38974795945906,-78.53186964359804,42715.3,0,0.0,False,21
Clayton High,review_recommended,Johnston,Regular School,None,Traditional,35.65150248755825,-78.46215146467921,26853.8,0,0.0,False,21
West Clayton Elementary,review_recommended,Johnston,Regular School,None,Traditional,35.64649412447647,-78.46161184636972,27136.4,0,0.0,False,21
Cleveland Elementary,review_recommended,Johnston,Regular School,None,Traditional,35.578970033645724,-78.54209522478845,25642.1,0,0.0,False,21
Cleveland Middle,review_recommended,Johnston,Regular School,None,Traditional,35.57539759929893,-78.54894977346115,25510.9,0,0.0,False,21
Cooper Elementary,review_recommended,Johnston,Regular School,None,Traditional,35.654544775512626,-78.45407860618909,27382.0,0,0.0,False,21
Selma Elementary,review_recommended,Johnston,Regular School,None,Traditional,35.54020744352837,-78.28283898497435,23317.7,0,0.0,False,21
West Smithfield Elementary,review_recommended,Johnston,Regular School,None,Year Round,35.5058911510711,-78.34911414861612,27204.1,0,0.0,False,21
South Smithfield Elementary,review_recommended,Johnston,Regular School,None,Year Round,35.49994213746174,-78.3573673283219,27725.8,0,0.0,False,21
Clayton Middle,review_recommended,Johnston,Regular School,None,Traditional,35.644431163184116,-78.4852249658944,25337.9,0,0.0,False,21
Benjamin T Bullock Elem,review_recommended,Lee,Regular School,None,Traditional,35.50791632879984,-79.17961437598301,36074.4,0,0.0,False,21
Bragg Street Academy,review_recommended,Lee,Alternative Education,None,Traditional,35.48128701689184,-79.1601014127504,37045.2,0,0.0,False,21
Broadway Elementary,review_recommended,Lee,Regular School,None,Traditional,35.450486835518106,-79.05048696029651,34192.8,0,0.0,False,21
Deep River Elementary,review_recommended,Lee,Regular School,None,Traditional,35.59085393563563,-79.14589701323403,27779.3,0,0.0,False,21
East Lee Middle,review_recommended,Lee,Regular School,None,Traditional,35.46104678724868,-79.11395337708285,36360.1,0,0.0,False,21
Floyd L Knight Children Center,review_recommended,Lee,Exceptional Children,None,Traditional,35.46385912261647,-79.16741895473292,38958.5,0,0.0,False,21
Lee County High,review_recommended,Lee,Regular School,None,Traditional,35.468348749616375,-79.15180698000133,37687.3,0,0.0,False,21
J Glenn Edwards Elementary,review_recommended,Lee,Regular School,None,Traditional,35.444470908241136,-79.15397786413175,39927.1,0,0.0,False,21
Tramway Elementary,review_recommended,Lee,Regular School,None,Year Round,35.43657156052942,-79.2215065873845,44442.9,0,0.0,False,21
Kinston High,review_recommended,Lenoir,Regular School,None,Traditional,35.29162436497855,-77.58050615835515,31709.1,0,0.0,False,21
LaGrange Elementary,review_recommended,Lenoir,Regular School,None,Traditional,35.31033333068346,-77.79749838219428,13135.0,0,0.0,False,21
Sampson School,review_recommended,Lenoir,Alternative Education,None,Traditional,35.264233648117205,-77.5715440852641,33573.8,0,0.0,False,21
Rochelle Middle,review_recommended,Lenoir,Regular School,None,Traditional,35.262602315193924,-77.56312117583245,34349.8,0,0.0,False,21
Southeast Elementary,review_recommended,Lenoir,Regular School,None,Traditional,35.25874190371989,-77.5702994771732,33924.7,0,0.0,False,21
Battleground Elementary,review_recommended,Lincoln,Regular School,None,Traditional,35.476778399050055,-81.2644544076963,20352.4,0,0.0,False,21
Catawba Springs Elementary,review_recommended,Lincoln,Regular School,None,Traditional,35.452927191135615,-81.02188052590648,27763.9,0,0.0,False,21
GE Massey Elementary,review_recommended,Lincoln,Regular School,None,Traditional,35.477692895906785,-81.23878416154942,19879.2,0,0.0,False,21
Lincolnton High,review_recommended,Lincoln,Regular School,None,Traditional,35.47942694863397,-81.25870529892663,19958.1,0,0.0,False,21
Lincolnton Middle,review_recommended,Lincoln,Regular School,None,Traditional,35.47719260560425,-81.26562370518643,20330.7,0,0.0,False,21
S Ray Lowder Elementary,ok,Lincoln,Regular School,None,Traditional,35.46385402547093,-81.24561068961123,21474.8,0,0.0,False,21
West Lincoln High,review_recommended,Lincoln,Regular School,None,Traditional,35.485728200698404,-81.38781728194876,24045.9,0,0.0,False,21
West Lincoln Middle,review_recommended,Lincoln,Regular School,None,Traditional,35.48399663052032,-81.38704702624172,24159.0,0,0.0,False,21
Mars Hill Elementary,review_recommended,Madison,Regular School,None,Traditional,35.834292328875414,-82.55204466641841,76015.2,0,0.0,False,21
E J Hayes Elementary,ok,Martin,Regular School,None,Traditional,35.84751732410166,-77.06239374659775,63897.6,0,0.0,False,21
Williamston Middle,ok,Martin,Regular School,None,Traditional,35.859999589674324,-77.05828291828546,64065.0,0,0.0,False,21
Eastfield Global Magnet School,review_recommended,McDowell,Regular School,Magnet,Year Round,35.6867863601893,-81.98620217806285,25066.9,0,0.0,False,21
East McDowell Junior High,review_recommended,McDowell,Regular School,None,Traditional,35.6874225267794,-81.99659635786479,25968.5,0,0.0,False,21
Glenwood Elementary,review_recommended,McDowell,Regular School,None,Traditional,35.78924177620889,-82.03401004326447,28949.2,0,0.0,False,21
Marion Elementary,review_recommended,McDowell,Regular School,None,Traditional,35.691054380973554,-82.0049502352035,26625.1,0,0.0,False,21
Albemarle Road Elementary,review_recommended,Mecklenburg,Regular School,None,Traditional,35.197590321044814,-80.73218498700204,12687.4,0,0.0,False,21
Albemarle Road Middle,review_recommended,Mecklenburg,Regular School,None,Traditional,35.20030114029585,-80.7299153406247,12410.7,0,0.0,False,21
J M Alexander Middle,review_recommended,Mecklenburg,Regular School,None,Traditional,35.37660005682164,-80.84461551356662,10242.0,0,0.0,False,21
Allenbrook Elementary,review_recommended,Mecklenburg,Regular School,None,Traditional,35.26186205631456,-80.91364528045587,16218.3,0,0.0,False,21
Ashley Park PreK8 School,review_recommended,Mecklenburg,Regular School,None,Traditional,35.232012512400985,-80.89114924821982,15881.5,0,0.0,False,21
Barringer Academic Center,review_recommended,Mecklenburg,Regular School,None,Traditional,35.21039284986681,-80.88922982549774,17195.1,0,0.0,False,21
Berryhill School,review_recommended,Mecklenburg,Regular School,None,Traditional,35.214040215256254,-80.99252398329186,24901.8,0,0.0,False,21
Beverly Woods Elementary,review_recommended,Mecklenburg,Regular School,None,Traditional,35.13257592233874,-80.83895386812492,21570.1,0,0.0,False,21
Briarwood Elementary,review_recommended,Mecklenburg,Regular School,None,Traditional,35.2510892561454,-80.76440182550189,6902.5,0,0.0,False,21
Carmel Middle,review_recommended,Mecklenburg,Regular School,None,Traditional,35.129175165424,-80.80547977652273,20929.3,0,0.0,False,21
Billingsville Elementary,review_recommended,Mecklenburg,Regular School,None,Traditional,35.20658604925325,-80.80013701141404,12633.7,0,0.0,False,21
Clear Creek Elementary,review_recommended,Mecklenburg,Regular School,None,Traditional,35.223376509720374,-80.62766247788583,14524.2,0,0.0,False,21
Cochrane Collegiate Academy,review_recommended,Mecklenburg,Regular School,None,Traditional,35.247789048305336,-80.75138295711668,7077.2,0,0.0,False,21
Collinswood Language Academy,review_recommended,Mecklenburg,Regular School,Magnet,Traditional,35.18451354850254,-80.87030572756913,18064.9,0,0.0,False,21
Cornelius Elementary,review_recommended,Mecklenburg,Regular School,None,Traditional,35.48297947567773,-80.8626137867053,16921.0,0,0.0,False,21
Coulwood Middle,review_recommended,Mecklenburg,Regular School,None,Traditional,35.30440398513875,-80.94336849590127,17972.8,0,0.0,False,21
Crown Point Elementary,review_recommended,Mecklenburg,Regular School,None,Traditional,35.15727943295319,-80.71311627371205,17354.4,0,0.0,False,21
Crestdale Middle,review_recommended,Mecklenburg,Regular School,None,Traditional,35.1260284448278,-80.71904154830513,20706.9,0,0.0,False,21
Davidson Elementary,review_recommended,Mecklenburg,Regular School,None,Traditional,35.48956544578685,-80.84935227475424,16001.0,0,0.0,False,21
Butler High,review_recommended,Mecklenburg,Regular School,None,Traditional,35.11872373451039,-80.69842121825533,21804.3,0,0.0,False,21
David Cox Road Elementary,review_recommended,Mecklenburg,Regular School,None,Traditional,35.33828190996891,-80.80154091089202,5871.8,0,0.0,False,21
Devonshire Elementary,review_recommended,Mecklenburg,Regular School,None,Traditional,35.24584308000025,-80.74504944521165,7275.5,0,0.0,False,21
First Ward Arts Elementary,review_recommended,Mecklenburg,Regular School,Magnet,Traditional,35.211803907558625,-80.85315278265868,14743.2,0,0.0,False,21
Druid Hills Academy,review_recommended,Mecklenburg,Regular School,None,Traditional,35.255708835752436,-80.82549036824882,9521.0,0,0.0,False,21
East Mecklenburg High,review_recommended,Mecklenburg,Regular School,None,Traditional,35.17676794469776,-80.7565665041898,14967.3,0,0.0,False,21
Eastover Elementary,review_recommended,Mecklenburg,Regular School,None,Traditional,35.197093266664766,-80.82090489051969,14402.5,0,0.0,False,21
Eastway Middle,review_recommended,Mecklenburg,Regular School,None,Traditional,35.20983763900846,-80.78148009748385,11724.9,0,0.0,False,21
Elizabeth Lane Elementary,review_recommended,Mecklenburg,Regular School,None,Traditional,35.1143756134591,-80.74918196160203,21857.0,0,0.0,False,21
Elizabeth Traditional Elementary,review_recommended,Mecklenburg,Regular School,Magnet,Traditional,35.21509468203609,-80.82305412155175,12786.0,0,0.0,False,21
Hawthorne High,review_recommended,Mecklenburg,Alternative Education,Cooperative Innovative HS,Traditional,35.220012806013806,-80.80839006181695,11626.2,0,0.0,False,21
Francis Bradley Middle,review_recommended,Mecklenburg,Regular School,None,Traditional,35.376632172242786,-80.90877933566998,16068.0,0,0.0,False,21
Greenway Park Elementary,review_recommended,Mecklenburg,Regular School,None,Traditional,35.15651019956078,-80.74881634317494,17184.3,0,0.0,False,21
Alexander Graham Middle,review_recommended,Mecklenburg,Regular School,None,Traditional,35.165436617092894,-80.83234226313843,18003.1,0,0.0,False,21
Hickory Grove Elementary,review_recommended,Mecklenburg,Regular School,None,Traditional,35.225661529208935,-80.7205829653706,9787.0,0,0.0,False,21
Hidden Valley Elementary,review_recommended,Mecklenburg,Regular School,None,Traditional,35.26894565479579,-80.78544713008559,5930.7,0,0.0,False,21
Highland Renaissance Academy,review_recommended,Mecklenburg,Regular School,None,Traditional,35.24278349029091,-80.80349068008523,9244.2,0,0.0,False,21
Hornets Nest Elementary,review_recommended,Mecklenburg,Regular School,None,Traditional,35.32454062198383,-80.86631002869412,11045.2,0,0.0,False,21
Huntingtowne Farms Elementary,review_recommended,Mecklenburg,Regular School,None,Traditional,35.133931664774146,-80.85976108476393,22248.5,0,0.0,False,21
Idlewild Elementary,review_recommended,Mecklenburg,Regular School,None,Traditional,35.18614314335688,-80.7449025135773,13896.1,0,0.0,False,21
Independence High,review_recommended,Mecklenburg,Regular School,None,Traditional,35.1967457827845,-80.68539915174811,13858.0,0,0.0,False,21
James Martin Middle,review_recommended,Mecklenburg,Regular School,None,Traditional,35.30525769450063,-80.76888695726333,2203.4,0,0.0,True,21
John M. Morehead STEM Academy,review_recommended,Mecklenburg,Regular School,Magnet,Traditional,35.30020625417137,-80.77592914200538,3004.8,0,0.0,True,21
Kennedy Middle,review_recommended,Mecklenburg,Regular School,None,Traditional,35.15334061551999,-80.95792093062975,26072.8,0,0.0,False,21
Lake Wylie Elementary,review_recommended,Mecklenburg,Regular School,None,Traditional,35.11826771014366,-80.98159853724418,30320.0,0,0.0,False,21
Lansdowne Elementary,review_recommended,Mecklenburg,Regular School,None,Traditional,35.14378450426757,-80.78130839579607,18871.3,0,0.0,False,21
Turning Point Academy,review_recommended,Mecklenburg,Alternative Education,None,Traditional,35.29854656189112,-80.80019965240552,5143.6,0,0.0,False,21
Lebanon Road Elementary,review_recommended,Mecklenburg,Regular School,None,Traditional,35.18402758013183,-80.6893720681239,15035.8,0,0.0,False,21
Blythe Elementary,review_recommended,Mecklenburg,Regular School,None,Traditional,35.376602134057606,-80.84459010409788,10239.7,0,0.0,False,21
Long Creek Elementary,review_recommended,Mecklenburg,Regular School,None,Traditional,35.34970080621843,-80.88811170892589,13607.4,0,0.0,False,21
Mallard Creek Elementary,review_recommended,Mecklenburg,Regular School,None,Traditional,35.32808370591438,-80.7725548603792,3049.1,0,0.0,True,21
Matthews Elementary,ok,Mecklenburg,Regular School,None,Traditional,35.11360601480658,-80.72372943367199,22032.4,0,0.0,False,21
McAlpine Elementary,review_recommended,Mecklenburg,Regular School,None,Traditional,35.08279820675117,-80.82707689971055,26412.7,0,0.0,False,21
McClintock Middle,review_recommended,Mecklenburg,Regular School,None,Traditional,35.18083092686358,-80.76585361386289,14598.8,0,0.0,False,21
McKee Road Elementary,review_recommended,Mecklenburg,Regular School,None,Traditional,35.07430493459768,-80.74731128651679,26299.0,0,0.0,False,21
Merry Oaks Elementary,review_recommended,Mecklenburg,Regular School,None,Traditional,35.22120289886848,-80.78448884538767,10606.7,0,0.0,False,21
Metro School,review_recommended,Mecklenburg,Exceptional Children,None,Traditional,35.219176152919616,-80.84089696926863,13395.4,0,0.0,False,21
Montclaire Elementary,review_recommended,Mecklenburg,Regular School,None,Traditional,35.15256522646529,-80.86751539494854,20808.8,0,0.0,False,21
Morgan School,review_recommended,Mecklenburg,Exceptional Children,None,Traditional,35.21026980583635,-80.83289340113681,13732.3,0,0.0,False,21
Myers Park Traditional,review_recommended,Mecklenburg,Regular School,Magnet,Traditional,35.19114593230493,-80.83458744076536,15593.1,0,0.0,False,21
Myers Park High,review_recommended,Mecklenburg,Regular School,None,Traditional,35.17303772390943,-80.83172082568174,17223.0,0,0.0,False,21
Nathaniel Alexander Elementary,review_recommended,Mecklenburg,Regular School,None,Traditional,35.30213715909143,-80.77528012728573,2867.3,0,0.0,True,21
Nations Ford Elementary,review_recommended,Mecklenburg,Regular School,None,Traditional,35.142842415278736,-80.89459056253283,23082.5,0,0.0,False,21
Newell Elementary,review_recommended,Mecklenburg,Regular School,None,Traditional,35.28997336002914,-80.72915275499764,2823.9,0,0.0,True,21
J H Gunn Elementary,review_recommended,Mecklenburg,Regular School,None,Traditional,35.22188492997675,-80.68578713067647,11335.5,0,0.0,False,21
North Mecklenburg High,review_recommended,Mecklenburg,Regular School,None,Traditional,35.384643595384496,-80.83466291423274,9414.5,0,0.0,False,21
Northwest School of the Arts,review_recommended,Mecklenburg,Regular School,Magnet,Traditional,35.2571531736358,-80.85570844021287,11663.8,0,0.0,False,21
Oakdale Elementary,review_recommended,Mecklenburg,Regular School,None,Traditional,35.30028748934829,-80.89629379919843,13732.5,0,0.0,False,21
Bruns Academy,review_recommended,Mecklenburg,Regular School,None,Traditional,35.250659526662595,-80.8506782676546,11675.3,0,0.0,False,21
Olde Providence Elementary,review_recommended,Mecklenburg,Regular School,None,Traditional,35.1097401153765,-80.79840970631773,22874.7,0,0.0,False,21
Park Road Montessori,review_recommended,Mecklenburg,Regular School,Magnet,Traditional,35.17956264248004,-80.84969171415085,17411.4,0,0.0,False,21
Paw Creek Elementary,review_recommended,Mecklenburg,Regular School,None,Traditional,35.29225667085313,-80.94700780038632,18411.4,0,0.0,False,21
Piedmont IB Middle,review_recommended,Mecklenburg,Regular School,Magnet,Traditional,35.222382684484906,-80.82333638530007,12133.4,0,0.0,False,21
Pineville Elementary,review_recommended,Mecklenburg,Regular School,None,Traditional,35.080749057999135,-80.88891631126867,28708.0,0,0.0,False,21
Pinewood Elementary,review_recommended,Mecklenburg,Regular School,None,Traditional,35.165011432138186,-80.86337092486285,19443.4,0,0.0,False,21
Piney Grove Elementary,review_recommended,Mecklenburg,Regular School,None,Traditional,35.174064179314925,-80.73174948416728,15289.4,0,0.0,False,21
Providence High,review_recommended,Mecklenburg,Regular School,None,Traditional,35.10709008951382,-80.7657401054631,22735.0,0,0.0,False,21
Quail Hollow Middle,review_recommended,Mecklenburg,Regular School,None,Traditional,35.112551185372126,-80.85724363052725,24275.5,0,0.0,False,21
Rama Road Elementary,review_recommended,Mecklenburg,Regular School,None,Traditional,35.16730299245537,-80.77276777067893,16171.7,0,0.0,False,21
Randolph Middle,review_recommended,Mecklenburg,Regular School,Magnet,Traditional,35.184110438307044,-80.7925316269482,14746.0,0,0.0,False,21
Ranson Middle,review_recommended,Mecklenburg,Regular School,None,Traditional,35.299779230682525,-80.83985068505089,8642.8,0,0.0,False,21
Reedy Creek Elementary,review_recommended,Mecklenburg,Regular School,None,Traditional,35.26004234899053,-80.6845206328003,7974.9,0,0.0,False,21
Sedgefield Elementary,review_recommended,Mecklenburg,Regular School,None,Traditional,35.19270327844427,-80.86150683990664,16855.2,0,0.0,False,21
Sedgefield Middle,review_recommended,Mecklenburg,Regular School,None,Traditional,35.19700259581266,-80.85761580630145,16261.6,0,0.0,False,21
Selwyn Elementary,review_recommended,Mecklenburg,Regular School,None,Traditional,35.16536106220741,-80.83433269591731,18090.5,0,0.0,False,21
Shamrock Gardens Elementary,review_recommended,Mecklenburg,Regular School,None,Traditional,35.23404771887622,-80.79075442950591,9505.1,0,0.0,False,21
Sharon Elementary,review_recommended,Mecklenburg,Regular School,None,Traditional,35.152687986436426,-80.8157300794225,18719.0,0,0.0,False,21
Waddell Language Academy,review_recommended,Mecklenburg,Regular School,Magnet,Traditional,35.16326213700596,-80.87082135708425,19983.6,0,0.0,False,21
Smithfield Elementary,review_recommended,Mecklenburg,Regular School,None,Traditional,35.11224142863727,-80.85448108006482,24203.0,0,0.0,False,21
South Mecklenburg High,review_recommended,Mecklenburg,Regular School,None,Traditional,35.11105974978664,-80.85761496577148,24440.0,0,0.0,False,21
Steele Creek Elementary,review_recommended,Mecklenburg,Regular School,None,Traditional,35.154549345734154,-80.95727135465356,25938.8,0,0.0,False,21
Sterling Elementary,review_recommended,Mecklenburg,Regular School,None,Traditional,35.10760109365514,-80.88654037792978,25980.9,0,0.0,False,21
Thomasboro Academy,review_recommended,Mecklenburg,Regular School,None,Traditional,35.251419428244645,-80.89748592195403,15311.9,0,0.0,False,21
Tuckaseegee Elementary,review_recommended,Mecklenburg,Regular School,None,Traditional,35.25014755171921,-80.9406834339884,18976.9,0,0.0,False,21
University Park Creative Arts,review_recommended,Mecklenburg,Regular School,Magnet,Traditional,35.26082233449553,-80.85748975303778,11600.3,0,0.0,False,21
University Meadows Elementary,review_recommended,Mecklenburg,Regular School,None,Traditional,35.315315644675216,-80.71441676001976,2224.1,0,0.0,True,21
Irwin Academic Center,ok,Mecklenburg,Regular School,Magnet,Traditional,35.23762657692413,-80.8133850693009,10234.1,0,0.0,False,21
West Charlotte High,review_recommended,Mecklenburg,Regular School,None,Traditional,35.26582801821013,-80.8571948105558,11317.8,0,0.0,False,21
Westerly Hills Academy,review_recommended,Mecklenburg,Regular School,None,Traditional,35.229620349950444,-80.91099870808843,17548.3,0,0.0,False,21
West Mecklenburg High,review_recommended,Mecklenburg,Regular School,None,Traditional,35.24663740161564,-80.95101881277822,19994.3,0,0.0,False,21
Winding Springs Elementary,review_recommended,Mecklenburg,Regular School,None,Traditional,35.30675110971583,-80.82754911510182,7445.0,0,0.0,False,21
Windsor Park Elementary,review_recommended,Mecklenburg,Regular School,None,Traditional,35.224513428780476,-80.75972262148787,9722.7,0,0.0,False,21
Winterfield Elementary,review_recommended,Mecklenburg,Regular School,None,Traditional,35.20850049932352,-80.76552854332577,11555.8,0,0.0,False,21
Vance High,review_recommended,Mecklenburg,Regular School,None,Traditional,35.30575971018663,-80.77184925306294,2445.8,0,0.0,True,21
Deyton Elementary,review_recommended,Mitchell,Regular School,None,Traditional,35.91044623326714,-82.08583053138021,37635.7,0,0.0,False,21
Harris Middle,review_recommended,Mitchell,Regular School,None,Traditional,35.91093718263385,-82.08492547352047,37588.6,0,0.0,False,21
Candor Elementary,review_recommended,Montgomery,Regular School,None,Traditional,35.29020980383965,-79.74708338632297,37851.4,0,0.0,False,21
Troy Elementary,review_recommended,Montgomery,Regular School,None,Traditional,35.36175702103298,-79.89124433155352,31982.9,0,0.0,False,21
Aberdeen Primary,review_recommended,Moore,Regular School,None,Traditional,35.12733899144351,-79.42358836949602,63932.7,0,0.0,False,21
Aberdeen Elementary,ok,Moore,Regular School,None,Traditional,35.139450054216255,-79.42610338677663,62648.0,0,0.0,False,21
Sandhills Farm Life Elementary,ok,Moore,Regular School,None,Traditional,35.274784487170436,-79.39074120035609,52145.4,0,0.0,False,21
Southern Pines Primary,review_recommended,Moore,Regular School,None,Traditional and Year Round,35.18693376586689,-79.40566443569858,59121.2,0,0.0,False,21
Southern Pines Elementary,review_recommended,Moore,Regular School,None,Traditional and Year Round,35.170133609719116,-79.39164490755932,61379.9,0,0.0,False,21
Union Pines High,review_recommended,Moore,Regular School,None,Traditional,35.31713710959507,-79.34875418412925,51408.6,0,0.0,False,21
VassLakeview Elementary,review_recommended,Moore,Regular School,None,Traditional,35.24984023871159,-79.28884841393797,60504.8,0,0.0,False,21
West Pine Middle,review_recommended,Moore,Regular School,None,Traditional,35.22439632911352,-79.53195217204627,49848.5,0,0.0,False,21
Baskerville Elementary,review_recommended,Nash,Regular School,None,Traditional,35.94945701086138,-77.7708367984376,31.6,12,12.0,True,21
Nash Central Middle,review_recommended,Nash,Regular School,None,Traditional,35.96227409097293,-77.9596657938062,5579.7,0,0.0,False,21
D S Johnson Elementary,review_recommended,Nash,Regular School,None,Traditional,35.93664230319686,-77.77636657237227,122.0,11,14.0,True,21
M B Hubbard Elementary,review_recommended,Nash,Regular School,None,Traditional,36.038547369140105,-77.82041119261211,2490.5,0,0.0,True,21
J W Parker Middle,review_recommended,Nash,Regular School,None,Traditional,35.95146286437184,-77.77175129767357,56.9,14,12.0,True,21
W L Greene Alternative,review_recommended,Nash,Alternative Education,None,Traditional,35.96520680937071,-77.96507475207504,6006.9,0,0.0,False,21
O R Pope Elementary,review_recommended,Nash,Regular School,None,Traditional,35.942528692292534,-77.78495084345505,48.5,22,13.0,True,21
Bradley Creek Elementary,review_recommended,New Hanover,Regular School,None,Traditional,34.19731886935982,-77.84536997723353,1349.4,0,0.0,True,21
Carolina Beach Elementary,review_recommended,New Hanover,Regular School,None,Traditional,34.0313099240744,-77.89916177873621,12251.7,0,0.0,False,21
R Freeman Sch of Engineering,review_recommended,New Hanover,Regular School,None,Traditional,34.23994854874155,-77.92096971962077,247.4,11,29.8,True,21
College Park Elementary,review_recommended,New Hanover,Regular School,None,Traditional,34.236254406709364,-77.86504255162403,302.1,8,19.2,True,21
Edwin A Alderman Elementary,review_recommended,New Hanover,Regular School,None,Traditional,34.20647065704031,-77.90887701564063,9.6,3,28.0,True,21
Emma B Trask Middle,review_recommended,New Hanover,Regular School,None,Traditional,34.30269523959736,-77.87556312341988,5685.7,0,0.0,False,21
Emsley A Laney High,review_recommended,New Hanover,Regular School,None,Traditional,34.29836319316249,-77.87388009938434,5205.6,0,0.0,False,21
