county,year,internet_type,pct_households,lat,lon,internet_category
Wayne County,2018,estimate - total - with an internet subscription,1.0,35.36396757993098,-78.00399613059446,estimate - total - with an internet subscription
Johnston County,2020,"with an internet subscription - broadband such as cable, fiber optic or dsl",1.0,35.51781367396539,-78.3657086914579,fiber
Warren County,2020,with an internet subscription,1.0,36.396516724483234,-78.1067192799684,with an internet subscription
Caldwell County,2020,"with an internet subscription - broadband such as cable, fiber optic or dsl - broadband such as cable, fiber optic or dsl with no other type of internet subscription",1.0,35.95305206058291,-81.54643672188453,fiber
Catawba County,2020,"with an internet subscription - broadband such as cable, fiber optic or dsl",1.0,35.66211852328055,-81.21505011799934,fiber
Pamlico County,2020,"with an internet subscription - broadband such as cable, fiber optic or dsl - broadband such as cable, fiber optic or dsl with no other type of internet subscription",1.0,35.15065087938058,-76.66980199631939,fiber
Jones County,2020,with an internet subscription - dial-up with no other type of internet subscription,0.82,35.02173127170968,-77.3551706580521,dialup
Lee County,2020,"with an internet subscription - broadband such as cable, fiber optic or dsl - broadband such as cable, fiber optic or dsl with no other type of internet subscription",1.0,35.475191953202334,-79.17148780684427,fiber
Sampson County,2021,"with an internet subscription - broadband such as cable, fiber optic or dsl - broadband such as cable, fiber optic or dsl with no other type of internet subscription",1.0,34.99154496012118,-78.37139292019154,fiber
Surry County,2021,with an internet subscription - other service with no other type of internet subscription,1.0,36.41483540775082,-80.68804954639532,with an internet subscription - other service with no other type of internet subscription
Cherokee County,2018,estimate - total - with an internet subscription,1.0,35.13386374776778,-84.06344765373322,estimate - total - with an internet subscription
Cherokee County,2018,estimate - total - with an internet subscription - satellite internet service - satellite internet service with no other type of internet subscription,1.0,35.13386374776778,-84.06344765373322,satellite
Cherokee County,2018,estimate - total - internet access without a subscription,1.0,35.13386374776778,-84.06344765373322,estimate - total - internet access without a subscription
Stokes County,2018,estimate - total - with an internet subscription,1.0,36.4019121769314,-80.23951953897095,estimate - total - with an internet subscription
Franklin County,2018,estimate - total - with an internet subscription - broadband of any type,1.0,36.08278028409943,-78.28569850104195,estimate - total - with an internet subscription - broadband of any type
Surry County,2018,estimate - total,1.0,36.41483540775082,-80.68804954639532,estimate - total
Cleveland County,2020,no internet access,1.0,35.334091523772315,-81.5555404227367,no internet access
Haywood County,2020,"with an internet subscription - broadband such as cable, fiber optic or dsl - broadband such as cable, fiber optic or dsl with no other type of internet subscription",1.0,35.55606261831128,-82.9821769840592,fiber
Wayne County,2020,with an internet subscription - cellular data plan,1.0,35.36396757993098,-78.00399613059446,with an internet subscription - cellular data plan
Camden County,2020,with an internet subscription,1.0,36.34112486244428,-76.16094531961079,with an internet subscription
Craven County,2017,estimate - total - with an internet subscription - cellular data plan,1.0,35.117737469020454,-77.08207331956487,estimate - total - with an internet subscription - cellular data plan
Edgecombe County,2017,estimate - total - with an internet subscription - satellite internet service - satellite internet service with no other type of internet subscription,1.0,35.91288649121048,-77.59706485605385,satellite
Harnett County,2017,estimate - total - with an internet subscription - satellite internet service - satellite internet service with no other type of internet subscription,1.0,35.36878869603793,-78.86939067672974,satellite
Iredell County,2017,estimate - total,1.0,35.80670124468856,-80.87349698665774,estimate - total
Pamlico County,2017,estimate - total - no internet access,1.0,35.15065087938058,-76.66980199631939,estimate - total - no internet access
Perquimans County,2017,estimate - total - with an internet subscription,1.0,36.177231517796926,-76.40763686851571,estimate - total - with an internet subscription
Rockingham County,2017,estimate - total,1.0,36.39731940929408,-79.77565302868177,estimate - total
Clay County,2017,estimate - total,1.0,35.057187056417966,-83.75017871743319,estimate - total
Harnett County,2020,with an internet subscription - cellular data plan - cellular data plan with no other type of internet subscription,1.0,35.36878869603793,-78.86939067672974,with an internet subscription - cellular data plan - cellular data plan with no other type of internet subscription
Lee County,2019,with an internet subscription - dial-up with no other type of internet subscription,0.77,35.475191953202334,-79.17148780684427,dialup
Lee County,2019,with an internet subscription - broadband of any type,1.0,35.475191953202334,-79.17148780684427,with an internet subscription - broadband of any type
Alamance County,2019,total households,1.0,36.0436940612818,-79.39943396848538,total households
Johnston County,2020,with an internet subscription - satellite internet service,1.0,35.51781367396539,-78.3657086914579,satellite
Bladen County,2020,no internet access,1.0,34.61459364078532,-78.56365078836617,no internet access
Chowan County,2020,no internet access,1.0,36.12656326708592,-76.60213354311976,no internet access
Davie County,2020,with an internet subscription - cellular data plan,1.0,35.92911928530031,-80.5444684065788,with an internet subscription - cellular data plan
Person County,2018,estimate - total - with an internet subscription,1.0,36.3901024868091,-78.97180766140136,estimate - total - with an internet subscription
Pitt County,2018,"estimate - total - with an internet subscription - broadband such as cable, fiber optic or dsl",1.0,35.59330602553121,-77.37449869440185,fiber
Vance County,2018,estimate - total - with an internet subscription - cellular data plan,1.0,36.36492348951896,-78.40793088034256,estimate - total - with an internet subscription - cellular data plan
Union County,2018,estimate - total - with an internet subscription - cellular data plan,1.0,34.98836470959961,-80.53074195083994,estimate - total - with an internet subscription - cellular data plan
Union County,2018,estimate - total - with an internet subscription - satellite internet service - satellite internet service with no other type of internet subscription,1.0,34.98836470959961,-80.53074195083994,satellite
Alexander County,2018,estimate - total - with an internet subscription - cellular data plan,1.0,35.921109183034275,-81.17703543297115,estimate - total - with an internet subscription - cellular data plan
Wilson County,2018,estimate - total,1.0,35.70515284756749,-77.91866576695642,estimate - total
Jackson County,2018,estimate - total - no internet access,1.0,35.28759449222261,-83.14085400351321,estimate - total - no internet access
Robeson County,2018,estimate - total,1.0,34.64024635950607,-79.10387160625888,estimate - total
Robeson County,2018,estimate - total - with an internet subscription - satellite internet service - satellite internet service with no other type of internet subscription,1.0,34.64024635950607,-79.10387160625888,satellite
Beaufort County,2018,estimate - total - with an internet subscription - other service with no other type of internet subscription,0.37,35.48688258260614,-76.84505336233535,estimate - total - with an internet subscription - other service with no other type of internet subscription
Sampson County,2018,estimate - total - with an internet subscription - satellite internet service,1.0,34.99154496012118,-78.37139292019154,satellite
Sampson County,2018,estimate - total - no internet access,1.0,34.99154496012118,-78.37139292019154,estimate - total - no internet access
Avery County,2018,estimate - total,1.0,36.07661185771622,-81.92260554214205,estimate - total
Avery County,2018,estimate - total - no internet access,1.0,36.07661185771622,-81.92260554214205,estimate - total - no internet access
Buncombe County,2018,estimate - total - with an internet subscription,1.0,35.61121599749666,-82.53011034741913,estimate - total - with an internet subscription
Hertford County,2018,estimate - total - with an internet subscription - broadband of any type,1.0,36.358642218239176,-76.98071728399792,estimate - total - with an internet subscription - broadband of any type
Hertford County,2018,estimate - total - internet access without a subscription,1.0,36.358642218239176,-76.98071728399792,estimate - total - internet access without a subscription
Pender County,2018,estimate - total - with an internet subscription,1.0,34.52487363212925,-77.90517580706157,estimate - total - with an internet subscription
Tyrrell County,2018,"estimate - total - with an internet subscription - broadband such as cable, fiber optic or dsl",1.0,35.870275075845306,-76.17287041421518,fiber
Avery County,2022,no internet access,1.0,36.07661185771622,-81.92260554214205,no internet access
Brunswick County,2022,with an internet subscription - satellite internet service,1.0,34.07086241620411,-78.23739864048864,satellite
Caldwell County,2022,with an internet subscription - dial-up with no other type of internet subscription,0.27,35.95305206058291,-81.54643672188453,dialup
Duplin County,2022,internet access without a subscription,1.0,34.93654168662893,-77.9330278458104,internet access without a subscription
Edgecombe County,2022,total households,1.0,35.91288649121048,-77.59706485605385,total households
Edgecombe County,2022,with an internet subscription - cellular data plan - cellular data plan with no other type of internet subscription,1.0,35.91288649121048,-77.59706485605385,with an internet subscription - cellular data plan - cellular data plan with no other type of internet subscription
Granville County,2022,with an internet subscription - cellular data plan,1.0,36.30407790862547,-78.65272169631768,with an internet subscription - cellular data plan
Hertford County,2022,with an internet subscription - other service with no other type of internet subscription,0.06,36.358642218239176,-76.98071728399792,with an internet subscription - other service with no other type of internet subscription
Johnston County,2022,with an internet subscription - cellular data plan - cellular data plan with no other type of internet subscription,1.0,35.51781367396539,-78.3657086914579,with an internet subscription - cellular data plan - cellular data plan with no other type of internet subscription
Macon County,2022,with an internet subscription - dial-up with no other type of internet subscription,1.0,35.15047513307057,-83.42218354400369,dialup
Macon County,2022,with an internet subscription - cellular data plan,1.0,35.15047513307057,-83.42218354400369,with an internet subscription - cellular data plan
Macon County,2022,with an internet subscription - satellite internet service - satellite internet service with no other type of internet subscription,1.0,35.15047513307057,-83.42218354400369,satellite
Madison County,2022,with an internet subscription - cellular data plan - cellular data plan with no other type of internet subscription,1.0,35.85804254698728,-82.70576208808994,with an internet subscription - cellular data plan - cellular data plan with no other type of internet subscription
Pender County,2022,with an internet subscription - cellular data plan - cellular data plan with no other type of internet subscription,1.0,34.52487363212925,-77.90517580706157,with an internet subscription - cellular data plan - cellular data plan with no other type of internet subscription
Pender County,2022,"with an internet subscription - broadband such as cable, fiber optic or dsl - broadband such as cable, fiber optic or dsl with no other type of internet subscription",1.0,34.52487363212925,-77.90517580706157,fiber
Randolph County,2022,with an internet subscription - other service with no other type of internet subscription,0.08,35.71027848607494,-79.80603671261147,with an internet subscription - other service with no other type of internet subscription
Robeson County,2022,with an internet subscription - other service with no other type of internet subscription,1.0,34.64024635950607,-79.10387160625888,with an internet subscription - other service with no other type of internet subscription
Swain County,2022,with an internet subscription - dial-up with no other type of internet subscription,0.2,35.486822539831365,-83.49274272655694,dialup
Yancey County,2022,with an internet subscription - satellite internet service - satellite internet service with no other type of internet subscription,1.0,35.89895543291077,-82.30763213148511,satellite
Greene County,2017,estimate - total - internet access without a subscription,1.0,35.48498900615431,-77.67577990432923,estimate - total - internet access without a subscription
Haywood County,2017,estimate - total - internet access without a subscription,1.0,35.55606261831128,-82.9821769840592,estimate - total - internet access without a subscription
Catawba County,2017,"estimate - total - with an internet subscription - broadband such as cable, fiber optic or dsl",1.0,35.66211852328055,-81.21505011799934,fiber
Hoke County,2017,estimate - total - with an internet subscription - satellite internet service - satellite internet service with no other type of internet subscription,1.0,35.01753682412008,-79.23729652742003,satellite
Nash County,2017,estimate - total - no internet access,1.0,35.967258453786435,-77.98644805042225,estimate - total - no internet access
Wilson County,2017,estimate - total - with an internet subscription - satellite internet service - satellite internet service with no other type of internet subscription,1.0,35.70515284756749,-77.91866576695642,satellite
Perquimans County,2017,"estimate - total - with an internet subscription - broadband such as cable, fiber optic or dsl - broadband such as cable, fiber optic or dsl with no other type of internet subscription",1.0,36.177231517796926,-76.40763686851571,fiber
Stokes County,2017,"estimate - total - with an internet subscription - broadband such as cable, fiber optic or dsl - broadband such as cable, fiber optic or dsl with no other type of internet subscription",1.0,36.4019121769314,-80.23951953897095,fiber
Clay County,2017,"estimate - total - with an internet subscription - broadband such as cable, fiber optic or dsl - broadband such as cable, fiber optic or dsl with no other type of internet subscription",1.0,35.057187056417966,-83.75017871743319,fiber
Mcdowell County,2017,estimate - total - with an internet subscription - other service with no other type of internet subscription,0.39,35.681643343083735,-82.04932060905985,estimate - total - with an internet subscription - other service with no other type of internet subscription
Montgomery County,2017,estimate - total,1.0,35.332405738046155,-79.90548690677072,estimate - total
Davidson County,2017,estimate - total - with an internet subscription - dial-up with no other type of internet subscription,1.0,35.79336247841037,-80.21275205358242,dialup
Davidson County,2017,estimate - total - with an internet subscription - satellite internet service,1.0,35.79336247841037,-80.21275205358242,satellite
Duplin County,2017,estimate - total - with an internet subscription - dial-up with no other type of internet subscription,0.73,34.93654168662893,-77.9330278458104,dialup
Scotland County,2017,estimate - total - internet access without a subscription,1.0,34.840893407900495,-79.48043375103512,estimate - total - internet access without a subscription
Alleghany County,2021,with an internet subscription - satellite internet service - satellite internet service with no other type of internet subscription,0.12,36.49127377323688,-81.12785452626802,satellite
Buncombe County,2021,with an internet subscription - satellite internet service,1.0,35.61121599749666,-82.53011034741913,satellite
Chatham County,2021,with an internet subscription - cellular data plan,1.0,35.70262627748115,-79.2554015212105,with an internet subscription - cellular data plan
Cherokee County,2021,with an internet subscription - broadband of any type,1.0,35.13386374776778,-84.06344765373322,with an internet subscription - broadband of any type
Durham County,2021,with an internet subscription - other service with no other type of internet subscription,0.7,36.03603588748117,-78.87659439820085,with an internet subscription - other service with no other type of internet subscription
Forsyth County,2021,with an internet subscription - cellular data plan - cellular data plan with no other type of internet subscription,1.0,36.13062567122969,-80.25630114652601,with an internet subscription - cellular data plan - cellular data plan with no other type of internet subscription
Forsyth County,2021,no internet access,1.0,36.13062567122969,-80.25630114652601,no internet access
Gates County,2021,with an internet subscription - broadband of any type,1.0,36.44495018813827,-76.70052276274026,with an internet subscription - broadband of any type
Greene County,2021,"with an internet subscription - broadband such as cable, fiber optic or dsl",1.0,35.48498900615431,-77.67577990432923,fiber
Richmond County,2021,"with an internet subscription - broadband such as cable, fiber optic or dsl",1.0,35.00605304510937,-79.74778109248616,fiber
Robeson County,2021,"with an internet subscription - broadband such as cable, fiber optic or dsl",1.0,34.64024635950607,-79.10387160625888,fiber
Rockingham County,2021,no internet access,1.0,36.39731940929408,-79.77565302868177,no internet access
Yancey County,2021,with an internet subscription - cellular data plan,1.0,35.89895543291077,-82.30763213148511,with an internet subscription - cellular data plan
Bladen County,2019,"with an internet subscription - broadband such as cable, fiber optic or dsl",1.0,34.61459364078532,-78.56365078836617,fiber
Carteret County,2019,with an internet subscription - satellite internet service - satellite internet service with no other type of internet subscription,1.0,34.8964664939643,-76.53941511160514,satellite
Gaston County,2019,with an internet subscription - dial-up with no other type of internet subscription,1.0,35.29436212351148,-81.18024600986712,dialup
Person County,2019,with an internet subscription - cellular data plan - cellular data plan with no other type of internet subscription,1.0,36.3901024868091,-78.97180766140136,with an internet subscription - cellular data plan - cellular data plan with no other type of internet subscription
Ashe County,2019,with an internet subscription - cellular data plan,1.0,36.43443168986441,-81.50052396857649,with an internet subscription - cellular data plan
Greene County,2019,total households,1.0,35.48498900615431,-77.67577990432923,total households
Catawba County,2019,internet access without a subscription,1.0,35.66211852328055,-81.21505011799934,internet access without a subscription
Pitt County,2019,internet access without a subscription,1.0,35.59330602553121,-77.37449869440185,internet access without a subscription
Dare County,2019,with an internet subscription - cellular data plan - cellular data plan with no other type of internet subscription,1.0,35.669943665663986,-75.71977678366946,with an internet subscription - cellular data plan - cellular data plan with no other type of internet subscription
Warren County,2019,with an internet subscription - broadband of any type,1.0,36.396516724483234,-78.1067192799684,with an internet subscription - broadband of any type
Pamlico County,2019,with an internet subscription - satellite internet service,1.0,35.15065087938058,-76.66980199631939,satellite
Polk County,2019,with an internet subscription - dial-up with no other type of internet subscription,0.51,35.27928721249203,-82.16968400938164,dialup
Pasquotank County,2019,"with an internet subscription - broadband such as cable, fiber optic or dsl - broadband such as cable, fiber optic or dsl with no other type of internet subscription",1.0,36.26386298574299,-76.24813716698364,fiber
Macon County,2019,with an internet subscription - satellite internet service,1.0,35.15047513307057,-83.42218354400369,satellite
Orange County,2019,no internet access,1.0,36.06112067259299,-79.12065214660528,no internet access
Avery County,2019,total households,1.0,36.07661185771622,-81.92260554214205,total households
Gaston County,2018,estimate - total - with an internet subscription - broadband of any type,1.0,35.29436212351148,-81.18024600986712,estimate - total - with an internet subscription - broadband of any type
Jackson County,2017,estimate - total - with an internet subscription - dial-up with no other type of internet subscription,1.0,35.28759449222261,-83.14085400351321,dialup
Swain County,2017,estimate - total - with an internet subscription - broadband of any type,1.0,35.486822539831365,-83.49274272655694,estimate - total - with an internet subscription - broadband of any type
Anson County,2017,estimate - total - internet access without a subscription,1.0,34.97379359999415,-80.10271348585698,estimate - total - internet access without a subscription
Person County,2017,estimate - total - with an internet subscription - broadband of any type,1.0,36.3901024868091,-78.97180766140136,estimate - total - with an internet subscription - broadband of any type
Henderson County,2021,"with an internet subscription - broadband such as cable, fiber optic or dsl",1.0,35.33626273962702,-82.47996574212274,fiber
Martin County,2021,no internet access,1.0,35.843220874283126,-77.10923496711742,no internet access
Mecklenburg County,2021,with an internet subscription - broadband of any type,1.0,35.24647326538168,-80.8326243427789,with an internet subscription - broadband of any type
Mitchell County,2021,with an internet subscription,1.0,36.013210021060225,-82.16358484600214,with an internet subscription
Randolph County,2021,with an internet subscription,1.0,35.71027848607494,-79.80603671261147,with an internet subscription
Richmond County,2019,with an internet subscription - broadband of any type,1.0,35.00605304510937,-79.74778109248616,with an internet subscription - broadband of any type
Alamance County,2018,estimate - total,1.0,36.0436940612818,-79.39943396848538,estimate - total
Brunswick County,2020,total households,1.0,34.07086241620411,-78.23739864048864,total households
Caldwell County,2020,with an internet subscription - broadband of any type,1.0,35.95305206058291,-81.54643672188453,with an internet subscription - broadband of any type
Alleghany County,2021,no internet access,1.0,36.49127377323688,-81.12785452626802,no internet access
Beaufort County,2021,with an internet subscription - satellite internet service - satellite internet service with no other type of internet subscription,1.0,35.48688258260614,-76.84505336233535,satellite
Catawba County,2021,with an internet subscription - satellite internet service,1.0,35.66211852328055,-81.21505011799934,satellite
Catawba County,2021,with an internet subscription - other service with no other type of internet subscription,0.72,35.66211852328055,-81.21505011799934,with an internet subscription - other service with no other type of internet subscription
Craven County,2021,with an internet subscription - dial-up with no other type of internet subscription,0.95,35.117737469020454,-77.08207331956487,dialup
Davidson County,2021,with an internet subscription - broadband of any type,1.0,35.79336247841037,-80.21275205358242,with an internet subscription - broadband of any type
Jackson County,2021,"with an internet subscription - broadband such as cable, fiber optic or dsl - broadband such as cable, fiber optic or dsl with no other type of internet subscription",1.0,35.28759449222261,-83.14085400351321,fiber
Johnston County,2021,total households,1.0,35.51781367396539,-78.3657086914579,total households
Nash County,2021,with an internet subscription - satellite internet service - satellite internet service with no other type of internet subscription,1.0,35.967258453786435,-77.98644805042225,satellite
Pamlico County,2021,internet access without a subscription,0.45,35.15065087938058,-76.66980199631939,internet access without a subscription
Perquimans County,2021,internet access without a subscription,1.0,36.177231517796926,-76.40763686851571,internet access without a subscription
Randolph County,2021,with an internet subscription - cellular data plan,1.0,35.71027848607494,-79.80603671261147,with an internet subscription - cellular data plan
Richmond County,2021,with an internet subscription,1.0,35.00605304510937,-79.74778109248616,with an internet subscription
Rockingham County,2021,"with an internet subscription - broadband such as cable, fiber optic or dsl - broadband such as cable, fiber optic or dsl with no other type of internet subscription",1.0,36.39731940929408,-79.77565302868177,fiber
Yancey County,2018,estimate - total - with an internet subscription,1.0,35.89895543291077,-82.30763213148511,estimate - total - with an internet subscription
Yancey County,2018,estimate - total - with an internet subscription - dial-up with no other type of internet subscription,0.2,35.89895543291077,-82.30763213148511,dialup
Yadkin County,2018,estimate - total - with an internet subscription,1.0,36.16053995623957,-80.66524692905888,estimate - total - with an internet subscription
Hyde County,2018,"estimate - total - with an internet subscription - broadband such as cable, fiber optic or dsl",1.0,35.421344435070274,-76.15652207646608,fiber
Cherokee County,2018,estimate - total,1.0,35.13386374776778,-84.06344765373322,estimate - total
Wilkes County,2018,estimate - total - with an internet subscription - satellite internet service,1.0,36.20629529914747,-81.16336399921859,satellite
Warren County,2018,estimate - total - with an internet subscription,1.0,36.396516724483234,-78.1067192799684,estimate - total - with an internet subscription
Alleghany County,2022,with an internet subscription,1.0,36.49127377323688,-81.12785452626802,with an internet subscription
Alleghany County,2022,"with an internet subscription - broadband such as cable, fiber optic or dsl - broadband such as cable, fiber optic or dsl with no other type of internet subscription",1.0,36.49127377323688,-81.12785452626802,fiber
Avery County,2022,with an internet subscription,1.0,36.07661185771622,-81.92260554214205,with an internet subscription
Brunswick County,2022,with an internet subscription - dial-up with no other type of internet subscription,1.0,34.07086241620411,-78.23739864048864,dialup
Caldwell County,2022,no internet access,1.0,35.95305206058291,-81.54643672188453,no internet access
Carteret County,2022,with an internet subscription - cellular data plan,1.0,34.8964664939643,-76.53941511160514,with an internet subscription - cellular data plan
Chatham County,2022,internet access without a subscription,1.0,35.70262627748115,-79.2554015212105,internet access without a subscription
Currituck County,2022,no internet access,1.0,36.36252824248771,-75.96355912337177,no internet access
Union County,2018,estimate - total - no internet access,1.0,34.98836470959961,-80.53074195083994,estimate - total - no internet access
Alexander County,2018,estimate - total - with an internet subscription - dial-up with no other type of internet subscription,0.43,35.921109183034275,-81.17703543297115,dialup
Graham County,2018,estimate - total - with an internet subscription,1.0,35.350179112709874,-83.83358630910433,estimate - total - with an internet subscription
Orange County,2018,estimate - total - with an internet subscription - cellular data plan - cellular data plan with no other type of internet subscription,1.0,36.06112067259299,-79.12065214660528,estimate - total - with an internet subscription - cellular data plan - cellular data plan with no other type of internet subscription
Sampson County,2018,estimate - total - with an internet subscription - other service with no other type of internet subscription,0.3,34.99154496012118,-78.37139292019154,estimate - total - with an internet subscription - other service with no other type of internet subscription
Watauga County,2018,estimate - total - internet access without a subscription,1.0,36.23111335577298,-81.69642797757918,estimate - total - internet access without a subscription
Alexander County,2021,with an internet subscription - broadband of any type,1.0,35.921109183034275,-81.17703543297115,with an internet subscription - broadband of any type
Alleghany County,2021,with an internet subscription - satellite internet service,1.0,36.49127377323688,-81.12785452626802,satellite
Bertie County,2021,with an internet subscription - cellular data plan,1.0,36.0656374787016,-76.96671441379404,with an internet subscription - cellular data plan
Brunswick County,2021,with an internet subscription - satellite internet service - satellite internet service with no other type of internet subscription,1.0,34.07086241620411,-78.23739864048864,satellite
Buncombe County,2021,with an internet subscription - broadband of any type,1.0,35.61121599749666,-82.53011034741913,with an internet subscription - broadband of any type
Franklin County,2021,with an internet subscription - other service with no other type of internet subscription,0.53,36.08278028409943,-78.28569850104195,with an internet subscription - other service with no other type of internet subscription
Gates County,2021,with an internet subscription - cellular data plan - cellular data plan with no other type of internet subscription,1.0,36.44495018813827,-76.70052276274026,with an internet subscription - cellular data plan - cellular data plan with no other type of internet subscription
Harnett County,2021,with an internet subscription,1.0,35.36878869603793,-78.86939067672974,with an internet subscription
Haywood County,2021,"with an internet subscription - broadband such as cable, fiber optic or dsl - broadband such as cable, fiber optic or dsl with no other type of internet subscription",1.0,35.55606261831128,-82.9821769840592,fiber
Hertford County,2021,with an internet subscription - cellular data plan - cellular data plan with no other type of internet subscription,1.0,36.358642218239176,-76.98071728399792,with an internet subscription - cellular data plan - cellular data plan with no other type of internet subscription
Hoke County,2021,total households,1.0,35.01753682412008,-79.23729652742003,total households
Lincoln County,2021,"with an internet subscription - broadband such as cable, fiber optic or dsl",1.0,35.48560616138602,-81.2235339928295,fiber
Macon County,2021,no internet access,1.0,35.15047513307057,-83.42218354400369,no internet access
Mecklenburg County,2021,with an internet subscription,1.0,35.24647326538168,-80.8326243427789,with an internet subscription
Mecklenburg County,2021,"with an internet subscription - broadband such as cable, fiber optic or dsl - broadband such as cable, fiber optic or dsl with no other type of internet subscription",1.0,35.24647326538168,-80.8326243427789,fiber
Mitchell County,2021,with an internet subscription - other service with no other type of internet subscription,0.0,36.013210021060225,-82.16358484600214,with an internet subscription - other service with no other type of internet subscription
Orange County,2021,internet access without a subscription,1.0,36.06112067259299,-79.12065214660528,internet access without a subscription
Perquimans County,2021,no internet access,1.0,36.177231517796926,-76.40763686851571,no internet access
Person County,2021,"with an internet subscription - broadband such as cable, fiber optic or dsl",1.0,36.3901024868091,-78.97180766140136,fiber
Person County,2021,with an internet subscription - other service with no other type of internet subscription,0.77,36.3901024868091,-78.97180766140136,with an internet subscription - other service with no other type of internet subscription
Pitt County,2021,with an internet subscription - dial-up with no other type of internet subscription,0.88,35.59330602553121,-77.37449869440185,dialup
Swain County,2021,with an internet subscription - dial-up with no other type of internet subscription,0.18,35.486822539831365,-83.49274272655694,dialup
Warren County,2021,no internet access,1.0,36.396516724483234,-78.1067192799684,no internet access
Watauga County,2021,with an internet subscription - dial-up with no other type of internet subscription,0.38,36.23111335577298,-81.69642797757918,dialup
Wayne County,2021,with an internet subscription - other service with no other type of internet subscription,0.34,35.36396757993098,-78.00399613059446,with an internet subscription - other service with no other type of internet subscription
Wayne County,2021,total households,1.0,35.36396757993098,-78.00399613059446,total households
Wilson County,2021,with an internet subscription - satellite internet service,1.0,35.70515284756749,-77.91866576695642,satellite
Perquimans County,2019,with an internet subscription,1.0,36.177231517796926,-76.40763686851571,with an internet subscription
Alexander County,2022,with an internet subscription,1.0,35.921109183034275,-81.17703543297115,with an internet subscription
Brunswick County,2022,with an internet subscription - other service with no other type of internet subscription,0.14,34.07086241620411,-78.23739864048864,with an internet subscription - other service with no other type of internet subscription
Buncombe County,2022,with an internet subscription - dial-up with no other type of internet subscription,1.0,35.61121599749666,-82.53011034741913,dialup
Buncombe County,2022,"with an internet subscription - broadband such as cable, fiber optic or dsl - broadband such as cable, fiber optic or dsl with no other type of internet subscription",1.0,35.61121599749666,-82.53011034741913,fiber
Catawba County,2022,"with an internet subscription - broadband such as cable, fiber optic or dsl",1.0,35.66211852328055,-81.21505011799934,fiber
Chatham County,2022,with an internet subscription - satellite internet service,1.0,35.70262627748115,-79.2554015212105,satellite
Cherokee County,2022,total households,1.0,35.13386374776778,-84.06344765373322,total households
Chowan County,2022,with an internet subscription - satellite internet service,1.0,36.12656326708592,-76.60213354311976,satellite
Davie County,2022,internet access without a subscription,1.0,35.92911928530031,-80.5444684065788,internet access without a subscription
Duplin County,2022,total households,1.0,34.93654168662893,-77.9330278458104,total households
Durham County,2022,"with an internet subscription - broadband such as cable, fiber optic or dsl",1.0,36.03603588748117,-78.87659439820085,fiber
Edgecombe County,2022,with an internet subscription - satellite internet service - satellite internet service with no other type of internet subscription,0.74,35.91288649121048,-77.59706485605385,satellite
Forsyth County,2022,with an internet subscription - satellite internet service - satellite internet service with no other type of internet subscription,1.0,36.13062567122969,-80.25630114652601,satellite
Guilford County,2022,no internet access,1.0,36.08075443459913,-79.78823235399412,no internet access
Halifax County,2022,with an internet subscription - satellite internet service,1.0,36.25745439418376,-77.65173448562224,satellite
Hyde County,2022,with an internet subscription - other service with no other type of internet subscription,0.09,35.421344435070274,-76.15652207646608,with an internet subscription - other service with no other type of internet subscription
Jackson County,2022,with an internet subscription - dial-up with no other type of internet subscription,0.53,35.28759449222261,-83.14085400351321,dialup
Jones County,2022,with an internet subscription - satellite internet service - satellite internet service with no other type of internet subscription,0.36,35.02173127170968,-77.3551706580521,satellite
Mitchell County,2022,"with an internet subscription - broadband such as cable, fiber optic or dsl",1.0,36.013210021060225,-82.16358484600214,fiber
New Hanover County,2022,internet access without a subscription,1.0,34.2323982405545,-77.88428617824238,internet access without a subscription
Onslow County,2022,with an internet subscription,1.0,34.730596145351825,-77.42738408968984,with an internet subscription
Orange County,2022,with an internet subscription - broadband of any type,1.0,36.06112067259299,-79.12065214660528,with an internet subscription - broadband of any type
Perquimans County,2022,with an internet subscription - satellite internet service,1.0,36.177231517796926,-76.40763686851571,satellite
Polk County,2022,with an internet subscription - cellular data plan - cellular data plan with no other type of internet subscription,1.0,35.27928721249203,-82.16968400938164,with an internet subscription - cellular data plan - cellular data plan with no other type of internet subscription
Robeson County,2022,total households,1.0,34.64024635950607,-79.10387160625888,total households
Rockingham County,2022,"with an internet subscription - broadband such as cable, fiber optic or dsl",1.0,36.39731940929408,-79.77565302868177,fiber
Stokes County,2022,"with an internet subscription - broadband such as cable, fiber optic or dsl",1.0,36.4019121769314,-80.23951953897095,fiber
Union County,2022,internet access without a subscription,1.0,34.98836470959961,-80.53074195083994,internet access without a subscription
Yadkin County,2022,"with an internet subscription - broadband such as cable, fiber optic or dsl - broadband such as cable, fiber optic or dsl with no other type of internet subscription",1.0,36.16053995623957,-80.66524692905888,fiber
Craven County,2017,"estimate - total - with an internet subscription - broadband such as cable, fiber optic or dsl - broadband such as cable, fiber optic or dsl with no other type of internet subscription",1.0,35.117737469020454,-77.08207331956487,fiber
Edgecombe County,2017,estimate - total - with an internet subscription - broadband of any type,1.0,35.91288649121048,-77.59706485605385,estimate - total - with an internet subscription - broadband of any type
Granville County,2017,estimate - total - with an internet subscription - cellular data plan,1.0,36.30407790862547,-78.65272169631768,estimate - total - with an internet subscription - cellular data plan
