shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
" 121775",35.36862,-83.23917,59
" 121775",35.36858,-83.2389,60
" 121775",35.36855,-83.23863,61
" 121775",35.36855,-83.23846,62
" 121775",35.36856,-83.23825,63
" 121775",35.36861,-83.238,64
" 121775",35.36866,-83.23782,65
" 121775",35.36866,-83.23779,66
" 121775",35.3687,-83.23763,67
" 121775",35.36872,-83.23739,68
" 121775",35.36867,-83.23707,69
" 121775",35.36861,-83.23675,70
" 121775",35.36853,-83.23645,71
" 121775",35.3684,-83.23606,72
" 121775",35.36817,-83.23533,73
" 121775",35.36804,-83.23489,74
" 121775",35.36799,-83.23462,75
" 121775",35.36798,-83.23451,76
" 121775",35.368,-83.23444,77
" 121775",35.36803,-83.23435,78
" 121775",35.36806,-83.23428,79
" 121775",35.36813,-83.23419,80
" 121775",35.36835,-83.23397,81
" 121775",35.36853,-83.23385,82
" 121775",35.36864,-83.23382,83
" 121775",35.36873,-83.23379,84
" 121775",35.36883,-83.2338,85
" 121775",35.36891,-83.23382,86
" 121775",35.36912,-83.23384,87
" 121775",35.36922,-83.23384,88
" 121775",35.36933,-83.23381,89
" 121775",35.36943,-83.23365,90
" 121775",35.36948,-83.2335,91
" 121775",35.36949,-83.23338,92
" 121775",35.36949,-83.23328,93
" 121775",35.36948,-83.23311,94
" 121775",35.36944,-83.23289,95
" 121775",35.36928,-83.23238,96
" 121775",35.36919,-83.23217,97
" 121775",35.36916,-83.2318,98
" 121775",35.36932,-83.23173,99
" 121775",35.36954,-83.23175,100
" 121775",35.36974,-83.23181,101
" 121775",35.36991,-83.23198,102
" 121775",35.36997,-83.23173,103
" 121775",35.37001,-83.2316,104
" 121775",35.37002,-83.23147,105
" 121775",35.37,-83.23132,106
" 121775",35.36996,-83.23122,107
" 121775",35.36983,-83.23103,108
" 121775",35.36976,-83.23096,109
" 121775",35.36974,-83.23089,110
" 121775",35.36972,-83.23085,111
" 121775",35.36974,-83.23072,112
" 121775",35.36988,-83.23075,113
" 121775",35.37,-83.23082,114
" 121775",35.3701,-83.2309,115
" 121775",35.37034,-83.23113,116
" 121775",35.37129,-83.23157,117
" 121775",35.3716,-83.23171,118
" 121775",35.37171,-83.23171,119
" 121775",35.37183,-83.23163,120
" 121775",35.37189,-83.23152,121
" 121775",35.37226,-83.23083,122
" 121775",35.37271,-83.23016,123
" 121775",35.37302,-83.22977,124
" 121775",35.37328,-83.22953,125
" 121775",35.37335,-83.22948,126
" 121775",35.37337,-83.22938,127
" 121775",35.3734,-83.22929,128
" 121775",35.37344,-83.2292,129
" 121775",35.37348,-83.22912,130
" 121775",35.37354,-83.22901,131
" 121775",35.37358,-83.22892,132
" 121775",35.37363,-83.22881,133
" 121775",35.37365,-83.2287,134
" 121775",35.37367,-83.2286,135
" 121775",35.37369,-83.22839,136
" 121775",35.37366,-83.22833,137
" 121775",35.37357,-83.2281,138
" 121775",35.37356,-83.22807,139
" 121775",35.37354,-83.22806,140
" 121775",35.37352,-83.22805,141
" 121775",35.3735,-83.22805,142
" 121775",35.37234,-83.22807,143
" 121775",35.37189,-83.2278,144
" 121775",35.3718,-83.22763,145
" 121775",35.37285,-83.22709,146
" 121775",35.37339,-83.22707,147
" 121775",35.37375,-83.22705,148
" 121775",35.37375,-83.22669,149
" 121775",35.37374,-83.22632,150
" 121775",35.37374,-83.22611,151
" 121775",35.37371,-83.2259,152
" 121775",35.37366,-83.22475,153
" 121775",35.37361,-83.22356,154
" 121775",35.37357,-83.22274,155
" 121775",35.37355,-83.22245,156
" 121775",35.37353,-83.22176,157
" 121775",35.37354,-83.22156,158
" 121775",35.37356,-83.22147,159
" 121775",35.3737,-83.22106,160
" 121775",35.37378,-83.22085,161
" 121775",35.37379,-83.22067,162
" 121775",35.3738,-83.22049,163
" 121775",35.37381,-83.22035,164
" 121775",35.37383,-83.22022,165
" 121775",35.37388,-83.21996,166
" 121775",35.3739,-83.21981,167
" 121775",35.37392,-83.21973,168
" 121775",35.37413,-83.21908,169
" 121775",35.3742,-83.21887,170
" 121775",35.37425,-83.21873,171
" 121775",35.37431,-83.21855,172
" 121775",35.37438,-83.21836,173
" 121775",35.37444,-83.2182,174
" 121775",35.37447,-83.21805,175
" 121775",35.37447,-83.21799,176
" 121775",35.37447,-83.21792,177
" 121775",35.37447,-83.21783,178
" 121775",35.37446,-83.21768,179
" 121775",35.37442,-83.21736,180
" 121775",35.3744,-83.21723,181
" 121775",35.37439,-83.21712,182
" 121775",35.37439,-83.21704,183
" 121775",35.37439,-83.21697,184
" 121775",35.37441,-83.21681,185
" 121775",35.37443,-83.21671,186
" 121775",35.37446,-83.21663,187
" 121775",35.37451,-83.21652,188
" 121775",35.37453,-83.21647,189
" 121775",35.37458,-83.2164,190
" 121775",35.37462,-83.21635,191
" 121775",35.37465,-83.21631,192
" 121775",35.37478,-83.21616,193
" 121775",35.37486,-83.21606,194
" 121775",35.37488,-83.21603,195
" 121775",35.37492,-83.21597,196
" 121775",35.37495,-83.21591,197
" 121775",35.375,-83.21583,198
" 121775",35.37502,-83.21577,199
