route_id,service_id,trip_id,shape_id,trip_headsign,trip_short_name,direction_id,block_id,wheelchair_accessible,bikes_allowed,block_service_id,block_name
"10","57","3085","POP 105 After 6:15","Inbound","11:02:00-21","0","58",,,"1103","Break - POP 105"
"10","57","3086","POP 105 After 6:15","Inbound","10:32:00-21","0","58",,,"1103","Break - POP 105"
"10","57","3087","POP 105 After 6:15","Inbound","10:02:00-21","0","58",,,"1103","Break - POP 105"
"10","57","3088","POP 105 After 6:15","Inbound","09:32:00-21","0","58",,,"1103","Break - POP 105"
"10","57","2908","POP 105 Before 6:15","Inbound","14:50:00-11","0","30",,,"1102","POP 105 2"
"10","57","2909","POP 105 Before 6:15","Inbound","15:20:00-11","0","30",,,"1102","POP 105 2"
"10","57","2910","POP 105 Before 6:15","Inbound","15:50:00-11","0","30",,,"1102","POP 105 2"
"10","57","2911","POP 105 Before 6:15","Inbound","16:20:00-11","0","30",,,"1102","POP 105 2"
"10","57","2912","POP 105 Before 6:15","Inbound","16:50:00-11","0","30",,,"1102","POP 105 2"
"10","57","2913","POP 105 Before 6:15","Inbound","17:20:00-11","0","30",,,"1102","POP 105 2"
"10","57","2902","POP 105 Before 6:15","Inbound","11:50:00-11","0","30",,,"1102","POP 105 2"
"10","57","2903","POP 105 Before 6:15","Inbound","12:20:00-11","0","30",,,"1102","POP 105 2"
"10","57","2904","POP 105 Before 6:15","Inbound","12:50:00-11","0","30",,,"1102","POP 105 2"
"10","57","2905","POP 105 Before 6:15","Inbound","13:20:00-11","0","30",,,"1102","POP 105 2"
"10","57","2906","POP 105 Before 6:15","Inbound","13:50:00-11","0","30",,,"1102","POP 105 2"
"10","57","2907","POP 105 Before 6:15","Inbound","14:20:00-11","0","30",,,"1102","POP 105 2"
"10","57","2896","POP 105 Before 6:15","Inbound","08:50:00-11","0","30",,,"1102","POP 105 2"
"10","57","2897","POP 105 Before 6:15","Inbound","09:20:00-11","0","30",,,"1102","POP 105 2"
"10","57","2898","POP 105 Before 6:15","Inbound","09:50:00-11","0","30",,,"1102","POP 105 2"
"10","57","2899","POP 105 Before 6:15","Inbound","10:20:00-11","0","30",,,"1102","POP 105 2"
"10","57","2900","POP 105 Before 6:15","Inbound","10:50:00-11","0","30",,,"1102","POP 105 2"
"10","57","2901","POP 105 Before 6:15","Inbound","11:20:00-11","0","30",,,"1102","POP 105 2"
"10","57","2867","POP 105 Before 6:15","Inbound","16:05:00-11","0","29",,,"1101","POP 105 1"
"10","57","2868","POP 105 Before 6:15","Inbound","15:35:00-11","0","29",,,"1101","POP 105 1"
"10","57","2870","POP 105 Before 6:15","Inbound","17:35:00-11","0","29",,,"1101","POP 105 1"
"10","57","2893","POP 105 Before 6:15","Inbound","07:20:00-11","0","30",,,"1102","POP 105 2"
"10","57","2894","POP 105 Before 6:15","Inbound","07:50:00-11","0","30",,,"1102","POP 105 2"
"10","57","2895","POP 105 Before 6:15","Inbound","08:20:00-11","0","30",,,"1102","POP 105 2"
"10","57","2861","POP 105 Before 6:15","Inbound","08:05:00-11","0","29",,,"1101","POP 105 1"
"10","57","2862","POP 105 Before 6:15","Inbound","07:35:00-11","0","29",,,"1101","POP 105 1"
"10","57","2863","POP 105 Before 6:15","Inbound","07:05:00-11","0","29",,,"1101","POP 105 1"
"10","57","2864","POP 105 Before 6:15","Inbound","15:05:00-11","0","29",,,"1101","POP 105 1"
"10","57","2865","POP 105 Before 6:15","Inbound","17:05:00-11","0","29",,,"1101","POP 105 1"
"10","57","2866","POP 105 Before 6:15","Inbound","16:35:00-11","0","29",,,"1101","POP 105 1"
"10","57","2855","POP 105 Before 6:15","Inbound","11:05:00-11","0","29",,,"1101","POP 105 1"
"10","57","2856","POP 105 Before 6:15","Inbound","10:35:00-11","0","29",,,"1101","POP 105 1"
"10","57","2857","POP 105 Before 6:15","Inbound","10:05:00-11","0","29",,,"1101","POP 105 1"
"10","57","2858","POP 105 Before 6:15","Inbound","09:35:00-11","0","29",,,"1101","POP 105 1"
"10","57","2859","POP 105 Before 6:15","Inbound","09:05:00-11","0","29",,,"1101","POP 105 1"
"10","57","2860","POP 105 Before 6:15","Inbound","08:35:00-11","0","29",,,"1101","POP 105 1"
"10","57","2849","POP 105 Before 6:15","Inbound","14:05:00-11","0","29",,,"1101","POP 105 1"
"10","57","2850","POP 105 Before 6:15","Inbound","13:35:00-11","0","29",,,"1101","POP 105 1"
"10","57","2851","POP 105 Before 6:15","Inbound","13:05:00-11","0","29",,,"1101","POP 105 1"
"10","57","2852","POP 105 Before 6:15","Inbound","12:35:00-11","0","29",,,"1101","POP 105 1"
"10","57","2853","POP 105 Before 6:15","Inbound","12:05:00-11","0","29",,,"1101","POP 105 1"
"10","57","2854","POP 105 Before 6:15","Inbound","11:35:00-11","0","29",,,"1101","POP 105 1"
"10","110","50151753802468692","POP 105 FULL","Inbound","09:57:00-98","0","83",,,"1109","2 POP 105 Full"
"10","110","50161753802468692","POP 105 FULL","Inbound","11:57:00-98","0","83",,,"1109","2 POP 105 Full"
"10","110","50171753802468692","POP 105 FULL","Inbound","13:57:00-98","0","83",,,"1109","2 POP 105 Full"
"10","110","50181753802468692","POP 105 FULL","Inbound","15:57:00-98","0","83",,,"1109","2 POP 105 Full"
"10","110","50191753802468692","POP 105 FULL","Inbound","17:57:00-98","0","83",,,"1109","2 POP 105 Full"
"10","57","2848","POP 105 Before 6:15","Inbound","14:35:00-11","0","29",,,"1101","POP 105 1"
"10","110","50091753802468692","POP 105 FULL","Inbound","14:12:00-98","0","82",,,"1108","1 POP 105 Full"
"10","110","50101753802468692","POP 105 FULL","Inbound","15:42:00-98","0","82",,,"1108","1 POP 105 Full"
"10","110","50111753802468692","POP 105 FULL","Inbound","17:12:00-98","0","82",,,"1108","1 POP 105 Full"
"10","110","50121753802468692","POP 105 FULL","Inbound","18:42:00-98","0","82",,,"1108","1 POP 105 Full"
"10","110","50131753802468692","POP 105 FULL","Inbound","20:42:00-98","0","82",,,"1108","1 POP 105 Full"
"10","110","50141753802468692","POP 105 FULL","Inbound","07:57:00-98","0","83",,,"1109","2 POP 105 Full"
"10","110","49951753802468692","POP 105 FULL","Inbound","20:12:00-98","0","82",,,"1108","1 POP 105 Full"
"10","110","50041753802468692","POP 105 FULL","Inbound","07:42:00-98","0","82",,,"1108","1 POP 105 Full"
"10","110","50051753802468692","POP 105 FULL","Inbound","08:42:00-98","0","82",,,"1108","1 POP 105 Full"
"10","110","50061753802468692","POP 105 FULL","Inbound","09:42:00-98","0","82",,,"1108","1 POP 105 Full"
"10","110","50071753802468692","POP 105 FULL","Inbound","11:12:00-98","0","82",,,"1108","1 POP 105 Full"
"10","110","50081753802468692","POP 105 FULL","Inbound","12:42:00-98","0","82",,,"1108","1 POP 105 Full"
